"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Wealth","Sex","Location","Language","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel3_m","rlevel4_m","rlevel1_se","rlevel2_se","rlevel3_se","rlevel4_se","rlevel1_no","rlevel2_no","rlevel3_no","rlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location & Language","3",,"Rural","Yes",0.5598,0.235,0.0701,0.0078,0.0499,0.0461,0.0282,0.0071,108,45,11,2,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location & Language","4",,"Urban","Yes",0.7063,0.3841,0.1206,0.0148,0.0228,0.0245,0.0146,0.0057,656,350,110,15,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location & Language","4",,"Rural","Yes",0.7192,0.3959,0.1045,0.0279,0.0596,0.0683,0.0444,0.023,94,54,13,4,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location & Language","5",,"Urban","Yes",0.8456,0.5402,0.1996,0.0267,0.0186,0.0308,0.0228,0.0083,774,495,181,27,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Location & Language","5",,"Rural","Yes",0.88,0.6215,0.2596,0.05,0.0479,0.0754,0.0582,0.0217,136,101,44,10,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","1",,"Urban","Yes",0.2839,0.0455,0.0064,0,0.0354,0.0179,0.0117,0,107,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","1",,"Urban","No",0.2018,0.0117,0,0,0.0715,0.0165,0,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","1",,"Rural","Yes",0.1501,0.0119,0,0,0.0256,0.0077,0,0,67,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","1",,"Rural","No",0.0486,0.0056,8e-04,0,0.0321,0.0074,0.0035,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","2",,"Urban","Yes",0.3483,0.0664,0.0032,0,0.0383,0.0169,0.0034,0,161,26,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","2",,"Urban","No",0.2079,0.0291,0,0,0.0669,0.0199,0,0,10,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","2",,"Rural","Yes",0.153,0.0159,0,0,0.0297,0.011,0,0,65,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","3",,"Urban","Yes",0.4074,0.0873,0.0066,0,0.0315,0.0206,0.0046,0,283,63,5,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","3",,"Rural","Yes",0.1804,0.0151,0,0,0.0353,0.011,0,0,51,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","4",,"Urban","Yes",0.5131,0.1568,0.0192,9e-04,0.0307,0.023,0.0082,0.0012,420,124,17,2,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","4",,"Rural","Yes",0.2784,0.0331,6e-04,0,0.0528,0.0286,0.0028,0,38,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","5",,"Urban","Yes",0.7021,0.325,0.0699,0.0038,0.0356,0.0436,0.0187,0.0033,618,270,58,4,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Location & Language","5",,"Rural","Yes",0.3103,0.0587,0,0,0.0938,0.0472,0,0,19,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","1",,"Urban","Yes",0.3068,0.0671,0.0053,0,0.0256,0.0148,0.0039,0,180,43,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","1",,"Rural","Yes",0.2715,0.0729,0.0093,0,0.042,0.022,0.0092,0,93,25,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","2",,"Urban","Yes",0.3694,0.0921,0.0073,2e-04,0.0283,0.0171,0.0049,7e-04,238,59,7,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","2",,"Rural","Yes",0.3115,0.0663,0.0056,0.003,0.0462,0.0242,0.0054,0.0034,76,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","3",,"Urban","Yes",0.4325,0.1278,0.0249,0.0021,0.0262,0.0196,0.0089,0.0021,291,89,19,2,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","3",,"Rural","Yes",0.3072,0.0811,0.0057,2e-04,0.0458,0.0328,0.0053,8e-04,76,19,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","4",,"Urban","Yes",0.4813,0.1948,0.0503,0.0101,0.034,0.0263,0.0177,0.0069,352,149,41,7,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","4",,"Rural","Yes",0.2974,0.0797,0.0142,0,0.0615,0.0321,0.009,0,37,11,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","5",,"Urban","Yes",0.7332,0.4068,0.1554,0.0286,0.0366,0.0501,0.0338,0.0108,565,322,127,25,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Location & Language","5",,"Rural","Yes",0.4524,0.2539,0.072,0.0042,0.0824,0.0944,0.0582,0.0087,34,15,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","1",,"Urban","Yes",0.3427,0.0509,8e-04,0,0.0658,0.0386,0.0034,0,29,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","1",,"Rural","Yes",0.1874,0.0295,0.002,0,0.0217,0.0111,0.0023,0,157,30,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","2",,"Urban","Yes",0.4055,0.1401,0.0173,0,0.0621,0.0431,0.0164,0,63,23,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","2",,"Rural","Yes",0.2512,0.0532,0.0053,0,0.0278,0.0135,0.0043,0,194,31,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","3",,"Urban","Yes",0.4957,0.1521,0.0219,0.0029,0.0575,0.0399,0.0158,0.0053,90,26,4,1,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","3",,"Rural","Yes",0.2932,0.0753,0.0063,2e-04,0.0239,0.0159,0.004,7e-04,207,70,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","4",,"Urban","Yes",0.5564,0.1962,0.0371,0.0026,0.0451,0.0359,0.0137,0.0056,200,71,11,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","4",,"Rural","Yes",0.3208,0.0805,0.0073,0,0.0327,0.017,0.0056,1e-04,171,50,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","5",,"Urban","Yes",0.635,0.2891,0.062,0.0055,0.0301,0.0301,0.0154,0.0037,344,161,33,2,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location & Language","5",,"Rural","Yes",0.4034,0.1235,0.0159,0.002,0.0376,0.0207,0.0093,0.0041,152,43,8,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","1",,"Urban","Yes",0.2374,0.0368,0.0022,0,0.0377,0.0154,0.0047,0,53,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","1",,"Urban","No",0.2294,0.0315,3e-04,0,0.0418,0.0156,0.0013,0,55,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","1",,"Rural","Yes",0.2188,0.0411,0.0045,0,0.0676,0.0446,0.0181,0,9,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","1",,"Rural","No",0.1437,0.0207,4e-04,0,0.0313,0.0117,0.0013,0,42,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","2",,"Urban","Yes",0.3074,0.0532,0.0013,0,0.0354,0.0186,0.0026,0,102,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","2",,"Urban","No",0.2331,0.0331,0,0,0.0434,0.0176,0,0,50,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","2",,"Rural","Yes",0.2872,0.0569,0.0079,0,0.0829,0.0271,0.0121,0,25,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","2",,"Rural","No",0.2589,0.0446,6e-04,0,0.057,0.0271,0.0014,0,43,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","3",,"Urban","Yes",0.3874,0.0937,0.0042,0,0.0379,0.0189,0.0046,0,165,33,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","3",,"Urban","No",0.259,0.0415,5e-04,0,0.0714,0.031,0.0025,0,44,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","3",,"Rural","Yes",0.2659,0.0206,0,0,0.0854,0.018,0,0,28,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","3",,"Rural","No",0.1536,0.0241,0.0027,0,0.0571,0.0169,0.0049,0,21,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","4",,"Urban","Yes",0.505,0.1421,0.0102,3e-04,0.0326,0.0256,0.0072,0.0016,247,64,4,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","4",,"Urban","No",0.3251,0.0568,0.0082,0,0.0747,0.0412,0.0091,0,34,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","4",,"Rural","Yes",0.4526,0.1401,0.0168,0,0.0804,0.0426,0.0373,0,44,16,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","4",,"Rural","No",0.2271,0.0294,0,0,0.0766,0.0208,0,0,20,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","5",,"Urban","Yes",0.66,0.2609,0.03,0.003,0.0303,0.032,0.0102,0.0023,368,145,15,1,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","5",,"Urban","No",0.441,0.101,0.0199,0.0025,0.0875,0.0499,0.0269,0.011,28,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location & Language","5",,"Rural","Yes",0.5812,0.2116,0.0213,0.0029,0.1182,0.0725,0.0182,0.0041,70,26,5,1,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","1",,"Urban","No",0.2279,0.0544,0.0078,2e-04,0.0314,0.0153,0.0061,8e-04,98,24,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","1",,"Rural","No",0.209,0.0538,0.0089,8e-04,0.0464,0.022,0.0065,0.0024,90,19,6,1,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","2",,"Urban","No",0.2502,0.0653,0.0086,2e-04,0.0267,0.0153,0.006,5e-04,146,39,7,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","2",,"Rural","No",0.1823,0.0321,0.0035,0,0.0319,0.0133,0.005,0,50,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","3",,"Urban","No",0.2697,0.0759,0.0164,0.0016,0.0229,0.0163,0.0079,0.0022,147,43,12,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","3",,"Rural","No",0.1747,0.0499,0.0065,0,0.0354,0.0163,0.007,0,52,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","4",,"Urban","Yes",0.3413,0.1326,0.0138,0,0.0731,0.0582,0.0202,0,19,9,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","4",,"Urban","No",0.2628,0.0829,0.0144,6e-04,0.0266,0.0149,0.0071,0.0014,157,54,8,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","4",,"Rural","No",0.1825,0.0484,0.0056,0,0.0296,0.018,0.0067,0,46,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","5",,"Urban","Yes",0.6092,0.3431,0.1497,0.0428,0.0679,0.0697,0.0524,0.0255,70,43,17,7,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","5",,"Urban","No",0.3693,0.1645,0.0645,0.017,0.0287,0.0208,0.0153,0.0103,226,102,39,14,,,,,,,,,,,,,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location & Language","5",,"Rural","No",0.1878,0.0607,0.0165,0.0051,0.0482,0.024,0.0154,0.0087,26,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","1",,"Urban","No",0.0742,0.0136,0,0,0.0307,0.0098,0,0,18,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","1",,"Rural","No",0.0155,3e-04,0,0,0.0059,5e-04,0,0,12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","2",,"Urban","No",0.1178,0.0102,4e-04,0,0.0368,0.0102,0.0017,0,39,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","2",,"Rural","No",0.0259,0.0056,7e-04,0,0.0084,0.004,0.0015,0,17,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","3",,"Urban","Yes",0.2936,0.0836,0.0047,0,0.0702,0.0425,0.0115,0,18,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","3",,"Urban","No",0.1426,0.0267,0.0014,0,0.0416,0.0144,0.0036,0,56,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","3",,"Rural","No",0.059,0.0077,3e-04,0,0.0214,0.0052,8e-04,0,23,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","4",,"Urban","Yes",0.3307,0.1002,0.0044,0,0.0974,0.0523,0.0103,0,38,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","4",,"Urban","No",0.2223,0.0587,0.0077,0,0.0519,0.0264,0.0082,0,75,18,3,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","4",,"Rural","Yes",0.1854,0.0222,0,0,0.0623,0.0219,0,0,17,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","4",,"Rural","No",0.1043,0.0173,0.005,4e-04,0.0275,0.0101,0.0045,0.0018,31,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","5",,"Urban","Yes",0.3961,0.1453,0.02,0,0.0812,0.0536,0.0138,0,69,29,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","5",,"Urban","No",0.204,0.0565,0.007,0,0.0511,0.0209,0.0065,0,59,16,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","5",,"Rural","Yes",0.4026,0.1314,0.022,0,0.0656,0.0445,0.0172,0,40,15,2,0,,,,,,,,,,,,,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location & Language","5",,"Rural","No",0.141,0.0342,0.0022,0,0.0387,0.0155,0.004,0,33,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location & Language",,"Female","Urban","Yes",0.5749,0.2536,0.0676,0.0062,0.0237,0.0208,0.0103,0.0025,1240,537,140,10,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location & Language",,"Female","Rural","Yes",0.4614,0.1887,0.0493,0.0065,0.0423,0.0334,0.0195,0.0048,247,99,28,5,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location & Language",,"Male","Urban","Yes",0.6529,0.3452,0.1145,0.0162,0.0195,0.0202,0.0116,0.0049,1486,774,248,42,,,,,,,,,,,,,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location & Language",,"Male","Rural","Yes",0.6536,0.3297,0.1107,0.0207,0.0438,0.0421,0.0226,0.0067,357,191,58,14,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Female","Urban","Yes",0.4229,0.1384,0.0199,0.0014,0.0368,0.0326,0.0097,0.0017,708,204,23,3,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Female","Urban","No",0.1528,0.0316,0.008,0,0.0545,0.0221,0.0104,0,13,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Female","Rural","Yes",0.1284,0.0117,0,0,0.0265,0.0078,0,0,81,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Female","Rural","No",0.0799,0.0043,0,0,0.048,0.0132,0,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Male","Urban","Yes",0.5391,0.176,0.0315,0.001,0.0277,0.0189,0.0076,9e-04,891,300,59,3,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Male","Urban","No",0.2414,0.0349,0,0,0.0567,0.0204,0,0,29,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Male","Rural","Yes",0.2005,0.0211,1e-04,0,0.025,0.0085,5e-04,0,160,22,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location & Language",,"Male","Rural","No",0.0684,0.011,5e-04,0,0.0372,0.0114,0.0021,0,9,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location & Language",,"Female","Urban","Yes",0.421,0.1523,0.0368,0.0043,0.0249,0.0196,0.0092,0.0021,794,280,73,10,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location & Language",,"Female","Rural","Yes",0.2432,0.0578,0.0103,0,0.0351,0.0191,0.009,0,140,30,6,0,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location & Language",,"Male","Urban","Yes",0.5323,0.2281,0.0722,0.0148,0.0276,0.0259,0.0166,0.006,839,385,126,24,,,,,,,,,,,,,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location & Language",,"Male","Rural","Yes",0.3511,0.1125,0.0138,0.002,0.0296,0.0234,0.0084,0.0022,183,59,7,1,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location & Language",,"Female","Urban","Yes",0.5094,0.1869,0.0306,0.0015,0.0349,0.0285,0.0113,0.002,381,156,22,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location & Language",,"Female","Rural","Yes",0.2505,0.055,0.0042,1e-04,0.0165,0.0093,0.0025,3e-04,461,102,8,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location & Language",,"Male","Urban","Yes",0.5663,0.2203,0.0468,0.0051,0.0308,0.0252,0.0123,0.0042,345,131,28,3,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location & Language",,"Male","Rural","Yes",0.2761,0.0708,0.0081,5e-04,0.0197,0.012,0.0037,0.001,425,122,11,0,,,,,,,,,,,,,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location & Language",,"Male","Rural","No",0.0521,0.0054,0,0,0.0428,0.0086,0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location & Language",,"Female","Urban","Yes",0.3853,0.0959,0.0053,5e-04,0.0282,0.0193,0.0034,8e-04,452,97,7,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location & Language",,"Female","Urban","No",0.1955,0.0252,2e-04,0,0.035,0.0144,0.001,0,84,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location & Language",,"Female","Rural","Yes",0.279,0.0388,0.0021,5e-04,0.0792,0.025,0.0048,8e-04,73,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location & Language",,"Female","Rural","No",0.1155,0.0098,0,0,0.0316,0.007,0,0,47,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location & Language",,"Male","Urban","Yes",0.5125,0.1748,0.019,0.0013,0.0324,0.0224,0.0062,0.0013,509,175,16,1,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location & Language",,"Male","Urban","No",0.3028,0.0532,0.0052,4e-04,0.0358,0.0158,0.0052,0.0017,136,21,1,0,,,,,,,,,,,,,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location & Language",,"Male","Rural","Yes",0.3914,0.1318,0.016,4e-04,0.0629,0.0324,0.017,0.001,110,42,7,0,,,,,,,,,,,,,,,,,,,,,,,,
