"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"ZAF",2019,4,"Primary","TIMSS","South Africa",710,"Language & Wealth",,,"No","5",0.3348,0.1165,0.008,0.0027,0.1276,0.0809,0.0131,0.0089,18,8,1,0,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Female","Urban","Yes",,0.6407,0.3413,0.1269,0.045,0.0158,0.0155,0.0088,0.0056,2064,1084,402,147,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Female","Urban","No",,0.5384,0.2623,0.1085,0.0522,0.0601,0.0346,0.0237,0.0175,104,57,26,13,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Female","Rural","Yes",,0.2766,0.0759,0.0111,0.0025,0.0655,0.0381,0.0106,0.0057,33,8,3,1,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Female","Rural","No",,0.1438,0.0137,0,0,0.1777,0.0561,0,0,2,0,0,0,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Male","Urban","Yes",,0.6377,0.3906,0.1634,0.0613,0.0198,0.0162,0.0104,0.0064,1852,1133,468,189,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Male","Urban","No",,0.6941,0.3627,0.1248,0.0458,0.0402,0.0375,0.0255,0.0167,249,132,43,23,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Male","Rural","Yes",,0.2407,0.0682,0.0144,0,0.0833,0.0296,0.0146,0,22,8,1,0,,,,,,,,,,,,
"Abu Dhabi, UAE",2019,4,"Primary","TIMSS","Abu Dhabi, UAE",7842,"Sex & Location & Language","Male","Rural","No",,0.3163,0,0,0,0.199,0,0,0,2,0,0,0,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Sex & Location & Language","Female","Urban","Yes",,0.87,0.6121,0.2557,0.0975,0.0175,0.0224,0.0194,0.0129,1762,1293,535,192,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Sex & Location & Language","Female","Rural","Yes",,0.9005,0.6972,0.3137,0.0894,0.0409,0.0766,0.0827,0.043,53,42,20,4,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Sex & Location & Language","Male","Urban","Yes",,0.8725,0.6434,0.2756,0.1038,0.0168,0.0216,0.0174,0.0124,1799,1310,589,240,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Sex & Location & Language","Male","Urban","No",,0.9542,0.5231,0.3384,0.1983,0.069,0.2143,0.2584,0.2443,5,3,1,1,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Sex & Location & Language","Male","Rural","Yes",,0.9287,0.6945,0.2562,0.0532,0.0522,0.0879,0.0836,0.0472,45,32,13,1,,,,,,,,,,,,
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Sex & Location & Language","Male","Rural","No",,0.9667,0.3,0.0667,0,,,,,6,2,1,0,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Sex & Location & Language","Female","Urban","Yes",,0.801,0.5716,0.2737,0.1302,0.0443,0.0437,0.0353,0.0267,701,476,222,105,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Sex & Location & Language","Female","Urban","No",,0.6827,0.4082,0.1172,0.062,0.1353,0.1507,0.0913,0.0637,17,9,4,1,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Sex & Location & Language","Female","Rural","Yes",,0.8953,0.6147,0.3025,0.1564,0.0556,0.1208,0.1813,0.1351,60,42,19,9,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Sex & Location & Language","Male","Urban","Yes",,0.8352,0.6344,0.3823,0.2131,0.0356,0.0528,0.0496,0.0401,759,563,330,188,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Sex & Location & Language","Male","Urban","No",,0.8205,0.644,0.3477,0.1733,0.0744,0.0925,0.0791,0.0545,73,50,25,13,,,,,,,,,,,,
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Sex & Location & Language","Male","Rural","Yes",,0.8299,0.5217,0.3251,0.2043,0.1411,0.225,0.2685,0.2069,31,15,9,4,,,,,,,,,,,,
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Sex & Location & Language","Female","Urban","Yes",,0.924,0.652,0.2242,0.0605,0.0102,0.0153,0.0164,0.0084,2243,1572,517,116,,,,,,,,,,,,
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Sex & Location & Language","Female","Rural","Yes",,0.9385,0.7148,0.2285,0.0478,0.0298,0.0655,0.0703,0.0329,90,68,18,2,,,,,,,,,,,,
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Sex & Location & Language","Male","Urban","Yes",,0.9126,0.634,0.2227,0.0647,0.0119,0.0242,0.0192,0.0107,2446,1722,599,161,,,,,,,,,,,,
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Sex & Location & Language","Male","Rural","Yes",,0.845,0.5695,0.2691,0.0844,0.0676,0.0893,0.0871,0.055,59,40,18,6,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Sex & Location & Language","Female","Urban","Yes",,0.9712,0.796,0.4085,0.1375,0.0101,0.0215,0.0263,0.0174,891,732,377,132,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Sex & Location & Language","Female","Urban","No",,0.9585,0.666,0.2364,0.0319,0.0555,0.1092,0.087,0.0613,28,18,6,0,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Sex & Location & Language","Female","Rural","Yes",,0.9938,0.9029,0.3062,0.0495,0.0135,0.0531,0.1064,0.048,34,31,10,1,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Sex & Location & Language","Male","Urban","Yes",,0.9759,0.8377,0.4458,0.1777,0.0075,0.0202,0.0242,0.018,873,754,389,159,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Sex & Location & Language","Male","Urban","No",,0.9548,0.7645,0.3587,0.1939,0.0402,0.1065,0.1067,0.0862,34,30,15,9,,,,,,,,,,,,
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Sex & Location & Language","Male","Rural","Yes",,0.9903,0.8813,0.526,0.138,0.0156,0.0678,0.1563,0.103,34,31,14,2,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Female","Urban","Yes",,0.9437,0.7503,0.3748,0.1574,0.0098,0.0196,0.0186,0.0115,2048,1669,875,370,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Female","Urban","No",,0.7093,0.6167,0.3582,0.1413,0.1236,0.1348,0.1135,0.0937,21,15,11,3,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Female","Rural","Yes",,0.937,0.7026,0.2941,0.1117,0.0251,0.0532,0.0414,0.0345,144,109,46,16,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Female","Rural","No",,0.7424,0.3541,0.118,0,0.3491,0.3238,0.1508,0,4,4,1,0,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Male","Urban","Yes",,0.9434,0.7432,0.3837,0.1624,0.0087,0.019,0.0151,0.0102,2393,1962,1065,458,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Male","Urban","No",,0.9103,0.681,0.3588,0.1164,0.0757,0.0949,0.1002,0.0859,37,29,14,4,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Male","Rural","Yes",,0.9106,0.6236,0.2412,0.083,0.0359,0.0571,0.0426,0.0243,147,96,42,13,,,,,,,,,,,,
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Sex & Location & Language","Male","Rural","No",,0.8196,0.6642,0.3766,0.0657,0.199,0.1586,0.2276,0.105,8,6,3,0,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Female","Urban","Yes",,0.9694,0.7724,0.3638,0.1361,0.0059,0.0134,0.0173,0.0105,1838,1440,671,248,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Female","Urban","No",,0.9669,0.7179,0.2827,0.0905,0.0197,0.0749,0.0746,0.0527,63,45,16,6,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Female","Rural","Yes",,0.9788,0.8305,0.4293,0.1609,0.0111,0.0333,0.0511,0.0315,234,197,93,42,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Female","Rural","No",,1,0.9497,0.411,0.1604,0,0.1319,0.3185,0.2245,6,5,3,3,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Male","Urban","Yes",,0.9775,0.8202,0.4402,0.193,0.0041,0.0174,0.0171,0.0145,1774,1494,800,349,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Male","Urban","No",,0.9214,0.7044,0.2983,0.1026,0.0412,0.0672,0.0546,0.0499,77,60,25,8,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Male","Rural","Yes",,0.995,0.8973,0.5277,0.2112,0.0073,0.0323,0.04,0.0255,245,222,128,54,,,,,,,,,,,,
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Sex & Location & Language","Male","Rural","No",,0.9599,0.6288,0.1019,0.0206,0.1239,0.2509,0.1694,0.0715,7,5,1,0,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Sex & Location & Language","Female","Urban","Yes",,0.9151,0.7334,0.384,0.1512,0.0148,0.0248,0.0218,0.0124,1895,1609,885,373,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Sex & Location & Language","Female","Urban","No",,0.6448,0.2981,0.0598,0.0175,0.0856,0.0927,0.0366,0.0193,52,24,6,3,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Sex & Location & Language","Female","Rural","Yes",,0.955,0.5984,0.265,0,0.1336,0.2548,0.2548,0,6,3,1,0,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Sex & Location & Language","Male","Urban","Yes",,0.9189,0.7473,0.4099,0.1798,0.0156,0.0209,0.0201,0.0141,1953,1661,964,463,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Sex & Location & Language","Male","Urban","No",,0.5444,0.2706,0.0702,0.0254,0.0796,0.0619,0.0315,0.0205,50,27,9,3,,,,,,,,,,,,
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Sex & Location & Language","Male","Rural","Yes",,0.8701,0.7402,0.4263,0.085,0.1668,0.3241,0.2999,0.1334,9,6,4,1,,,,,,,,,,,,
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Sex & Location & Language","Female","Urban","Yes",,0.8284,0.5576,0.2208,0.0784,0.0131,0.0141,0.0142,0.0111,2218,1505,596,198,,,,,,,,,,,,
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Sex & Location & Language","Female","Urban","No",,0.7219,0.4953,0.1741,0.0518,0.0607,0.0668,0.0449,0.0303,73,47,18,5,,,,,,,,,,,,
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Sex & Location & Language","Male","Urban","Yes",,0.8117,0.5382,0.2067,0.0774,0.0128,0.0187,0.0135,0.0078,2173,1443,559,202,,,,,,,,,,,,
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Sex & Location & Language","Male","Urban","No",,0.7769,0.5083,0.1922,0.0627,0.0437,0.0463,0.051,0.0279,132,80,32,10,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Sex & Location & Language","Female","Urban","Yes",,0.7654,0.3713,0.0762,0.013,0.0144,0.0176,0.0072,0.0029,1872,944,193,31,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Sex & Location & Language","Female","Urban","No",,0.8482,0.41,0.0158,0,0.1012,0.1324,0.0389,0,17,9,0,0,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Sex & Location & Language","Female","Rural","Yes",,0.6978,0.3112,0.055,0.01,0.0456,0.06,0.0248,0.0159,131,60,8,2,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Sex & Location & Language","Male","Urban","Yes",,0.7859,0.4428,0.1075,0.0226,0.0155,0.0167,0.0099,0.0042,1983,1129,281,62,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Sex & Location & Language","Male","Urban","No",,0.6984,0.3049,0.1279,0.0231,0.1829,0.132,0.1285,0.0481,16,8,3,1,,,,,,,,,,,,
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Sex & Location & Language","Male","Rural","Yes",,0.7225,0.3767,0.0732,0.0044,0.05,0.0559,0.0464,0.0098,121,54,7,1,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Sex & Location & Language","Female","Urban","Yes",,0.9234,0.6711,0.2872,0.1123,0.0148,0.0327,0.0273,0.017,585,427,184,66,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Sex & Location & Language","Female","Urban","No",,0.8663,0.4745,0.2106,0.1167,0.0812,0.1,0.1174,0.0982,27,17,4,2,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Sex & Location & Language","Female","Rural","Yes",,1,0.7917,0.4009,0.1682,0,0.1409,0.1708,0.1781,24,16,8,3,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Sex & Location & Language","Male","Urban","Yes",,0.9232,0.7117,0.332,0.1252,0.0151,0.0261,0.0282,0.0189,564,433,208,83,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Sex & Location & Language","Male","Urban","No",,0.9697,0.7852,0.3502,0.1688,0.0438,0.1107,0.1158,0.094,30,22,12,6,,,,,,,,,,,,
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Sex & Location & Language","Male","Rural","Yes",,0.9358,0.6665,0.3749,0.1297,0.0725,0.1996,0.1724,0.095,29,18,9,2,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Location & Language","Female","Urban","Yes",,0.911,0.6447,0.2779,0.1023,0.0139,0.0263,0.0291,0.0207,1445,1041,468,168,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Location & Language","Female","Urban","No",,0.8007,0.4519,0.2144,0.0692,0.0748,0.0861,0.0763,0.045,51,28,14,3,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Location & Language","Female","Rural","Yes",,0.8428,0.6667,0.1521,0.0072,0.1261,0.0987,0.0825,0.0147,28,21,5,0,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Location & Language","Male","Urban","Yes",,0.9385,0.7158,0.3824,0.171,0.0095,0.019,0.0216,0.0162,1495,1155,607,258,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Location & Language","Male","Urban","No",,0.9287,0.707,0.417,0.2411,0.0456,0.092,0.0862,0.0844,61,43,21,11,,,,,,,,,,,,
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Location & Language","Male","Rural","Yes",,0.9032,0.6297,0.2859,0.1059,0.0572,0.0962,0.0846,0.0916,28,21,9,3,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Location & Language","Female","Urban","Yes",,0.969,0.7572,0.3567,0.1193,0.0073,0.0257,0.0212,0.0126,1363,1052,505,187,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Location & Language","Female","Urban","No",,0.9623,0.8192,0.5402,0.1694,0.0359,0.0636,0.1159,0.0679,44,32,22,7,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Location & Language","Female","Rural","Yes",,0.9283,0.6807,0.2636,0.0823,0.068,0.1514,0.1078,0.0684,30,21,9,1,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Location & Language","Male","Urban","Yes",,0.9734,0.8241,0.4429,0.1971,0.0064,0.0153,0.0208,0.0159,1479,1249,668,289,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Location & Language","Male","Urban","No",,0.9901,0.864,0.505,0.2589,0.0095,0.0753,0.1113,0.0849,48,42,22,11,,,,,,,,,,,,
"Canada, Quebec",2019,4,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Location & Language","Male","Rural","Yes",,0.9545,0.8714,0.3277,0.0337,0.0521,0.0671,0.1426,0.0798,18,16,4,0,,,,,,,,,,,,
"CHL",2019,4,"Primary","TIMSS","Chile",152,"Sex & Location & Language","Female","Urban","Yes",,0.6709,0.3293,0.08,0.0207,0.0288,0.0284,0.0187,0.0096,479,253,60,13,,,,,,,,,,,,
"CHL",2019,4,"Primary","TIMSS","Chile",152,"Sex & Location & Language","Female","Rural","Yes",,0.5066,0.1641,0.0333,0.0185,0.141,0.0906,0.0234,0.0262,37,15,3,2,,,,,,,,,,,,
"CHL",2019,4,"Primary","TIMSS","Chile",152,"Sex & Location & Language","Male","Urban","Yes",,0.7147,0.3778,0.0957,0.0224,0.0227,0.0254,0.0155,0.0067,567,297,76,20,,,,,,,,,,,,
"CHL",2019,4,"Primary","TIMSS","Chile",152,"Sex & Location & Language","Male","Urban","No",,0.511,0.256,0.0167,0,0.1988,0.1803,0.0538,0,4,3,0,0,,,,,,,,,,,,
"CHL",2019,4,"Primary","TIMSS","Chile",152,"Sex & Location & Language","Male","Rural","Yes",,0.4544,0.165,0.0174,0,0.1253,0.0736,0.025,0,39,13,2,0,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Sex & Location & Language","Female","Urban","Yes",,0.9406,0.7381,0.3723,0.1578,0.0092,0.0141,0.0181,0.0117,1853,1445,740,317,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Sex & Location & Language","Female","Urban","No",,0.9022,0.6542,0.3686,0.1906,0.0445,0.0864,0.0687,0.0581,56,41,22,14,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Sex & Location & Language","Female","Rural","Yes",,1,0.8925,0.4432,0.1939,0,0.1032,0.1625,0.1697,13,11,8,3,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Sex & Location & Language","Male","Urban","Yes",,0.9604,0.8196,0.489,0.2477,0.0066,0.0143,0.0201,0.0168,1658,1405,831,414,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Sex & Location & Language","Male","Urban","No",,0.8779,0.6493,0.3231,0.1183,0.0506,0.0578,0.0571,0.042,98,73,33,10,,,,,,,,,,,,
"CYP",2019,4,"Primary","TIMSS","Cyprus",196,"Sex & Location & Language","Male","Rural","Yes",,1,0.5757,0.2838,0.0865,0,0.1883,0.1615,0.141,7,4,3,0,,,,,,,,,,,,
"CZE",2019,4,"Primary","TIMSS","Czech Republic",203,"Sex & Location & Language","Female","Urban","Yes",,0.9092,0.7356,0.3376,0.1184,0.0479,0.0481,0.0333,0.0219,853,692,314,104,,,,,,,,,,,,
"CZE",2019,4,"Primary","TIMSS","Czech Republic",203,"Sex & Location & Language","Female","Rural","Yes",,0.9479,0.701,0.2534,0.0296,0.0405,0.0618,0.0675,0.0212,74,60,23,3,,,,,,,,,,,,
"CZE",2019,4,"Primary","TIMSS","Czech Republic",203,"Sex & Location & Language","Male","Urban","Yes",,0.9455,0.7701,0.4042,0.1762,0.0177,0.0298,0.042,0.0285,863,717,385,151,,,,,,,,,,,,
"CZE",2019,4,"Primary","TIMSS","Czech Republic",203,"Sex & Location & Language","Male","Urban","No",,0.9102,0.6591,0.2402,0.0497,0.1201,0.148,0.1877,0.1093,14,9,1,0,,,,,,,,,,,,
"CZE",2019,4,"Primary","TIMSS","Czech Republic",203,"Sex & Location & Language","Male","Rural","Yes",,0.9536,0.7565,0.348,0.1457,0.0336,0.0657,0.0605,0.0581,77,59,32,10,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Sex & Location & Language","Female","Urban","Yes",,0.9395,0.7369,0.3382,0.1162,0.0152,0.0306,0.0373,0.0216,521,397,182,60,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Sex & Location & Language","Female","Urban","No",,0.921,0.8177,0.5036,0.2428,0.0765,0.1441,0.1651,0.1623,10,9,5,2,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Sex & Location & Language","Female","Rural","Yes",,0.9579,0.7087,0.2568,0.0911,0.039,0.0911,0.0715,0.0463,62,48,17,5,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Sex & Location & Language","Male","Urban","Yes",,0.9662,0.8058,0.4404,0.1757,0.0158,0.0274,0.0339,0.0267,477,393,217,86,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Sex & Location & Language","Male","Urban","No",,0.8001,0.5968,0.2623,0.0559,0.1372,0.1437,0.1155,0.0551,17,13,6,2,,,,,,,,,,,,
"DEU",2019,4,"Primary","TIMSS","Germany",276,"Sex & Location & Language","Male","Rural","Yes",,0.9759,0.8109,0.4473,0.1293,0.0333,0.1284,0.1324,0.049,56,46,28,6,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Sex & Location & Language","Female","Urban","Yes",,0.9489,0.7464,0.3637,0.1351,0.0146,0.0267,0.0279,0.0196,535,425,213,80,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Sex & Location & Language","Female","Urban","No",,0.9248,0.7932,0.2884,0.0728,0.1196,0.1918,0.2133,0.1217,9,6,3,0,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Sex & Location & Language","Female","Rural","Yes",,0.9403,0.6402,0.2535,0.0866,0.0489,0.0916,0.0815,0.0611,48,35,18,9,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Sex & Location & Language","Male","Urban","Yes",,0.9676,0.824,0.469,0.2092,0.0101,0.0264,0.0377,0.0201,537,457,278,127,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Sex & Location & Language","Male","Urban","No",,1,0.8038,0.4996,0.3007,0,0.1686,0.2926,0.2325,7,5,2,1,,,,,,,,,,,,
"DNK",2019,4,"Primary","TIMSS","Denmark",208,"Sex & Location & Language","Male","Rural","Yes",,0.9859,0.6541,0.3533,0.154,0.0283,0.1112,0.1008,0.0756,42,30,13,5,,,,,,,,,,,,
"Dubai,UAE",2019,4,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Location & Language","Female","Urban","Yes",,0.9528,0.7953,0.4521,0.2152,0.0066,0.0177,0.0209,0.0158,2462,2004,1142,549,,,,,,,,,,,,
"Dubai,UAE",2019,4,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Location & Language","Female","Urban","No",,0.9399,0.7768,0.4256,0.2236,0.0289,0.0447,0.0659,0.0467,154,123,68,37,,,,,,,,,,,,
"Dubai,UAE",2019,4,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Location & Language","Male","Urban","Yes",,0.9504,0.8018,0.5253,0.2828,0.0079,0.0144,0.013,0.0116,2586,2176,1405,761,,,,,,,,,,,,
"Dubai,UAE",2019,4,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Location & Language","Male","Urban","No",,0.9248,0.7416,0.4419,0.2561,0.0288,0.0447,0.0484,0.0403,215,175,102,51,,,,,,,,,,,,
"ESP",2019,4,"Primary","TIMSS","Spain",724,"Sex & Location & Language","Female","Urban","Yes",,0.9116,0.6118,0.2185,0.0585,0.0235,0.0401,0.0283,0.0142,600,427,168,47,,,,,,,,,,,,
"ESP",2019,4,"Primary","TIMSS","Spain",724,"Sex & Location & Language","Female","Urban","No",,0.7148,0.368,0.0801,0.0163,0.1084,0.0811,0.0542,0.0311,33,19,4,2,,,,,,,,,,,,
"ESP",2019,4,"Primary","TIMSS","Spain",724,"Sex & Location & Language","Male","Urban","Yes",,0.9317,0.7404,0.3117,0.116,0.0173,0.035,0.0339,0.0193,683,543,278,108,,,,,,,,,,,,
"ESP",2019,4,"Primary","TIMSS","Spain",724,"Sex & Location & Language","Male","Urban","No",,0.7815,0.5122,0.1976,0.0286,0.0676,0.0636,0.0672,0.0268,39,24,9,2,,,,,,,,,,,,
"FIN",2019,4,"Primary","TIMSS","Finland",246,"Sex & Location & Language","Female","Urban","Yes",,0.9556,0.796,0.4029,0.1741,0.0125,0.0215,0.0298,0.0223,840,706,366,168,,,,,,,,,,,,
"FIN",2019,4,"Primary","TIMSS","Finland",246,"Sex & Location & Language","Female","Urban","No",,0.96,0.7402,0.4654,0.2078,0.0628,0.133,0.1492,0.1662,17,10,6,1,,,,,,,,,,,,
"FIN",2019,4,"Primary","TIMSS","Finland",246,"Sex & Location & Language","Female","Rural","Yes",,0.9808,0.8542,0.3645,0.1307,0.0131,0.0593,0.0603,0.0591,82,71,35,12,,,,,,,,,,,,
"FIN",2019,4,"Primary","TIMSS","Finland",246,"Sex & Location & Language","Male","Urban","Yes",,0.9685,0.8073,0.4442,0.2059,0.0092,0.0229,0.0278,0.0234,852,718,434,209,,,,,,,,,,,,
