year,category,disability,sex,iso_code,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,overage2plus_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,edu0_prim_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,overage2plus_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_no,survey,preschool_3_m,preschool_3_no,attend_higher_1822_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,comp_lowsec_1524_m,comp_prim_1524_m,comp_upsec_2029_m,edu4_2024_m,eduyears_2024_m,literacy_1524_m,attend_higher_1822_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,comp_lowsec_1524_no,comp_prim_1524_no,comp_upsec_2029_no,edu4_2024_no,eduyears_2024_no,literacy_1524_no,hh_edu_head,preschool_1ybefore_m,preschool_1ybefore_no,country
2020,Household education,,,VNM,.96601254,.93026316,.82913947,.0078619793,.028341271,.041158129,.34351549,.0069260295,162,95,91,281,281,214,137,212,MICS,.97907084,71,.02536867,.62350363,.43966126,.37408376,.90458542,.95775521,.75399888,.043776833,16.619398,.92527223,170,171,171,187,361,361,316,158,158,373,Completed primary,.85014373,44,Viet Nam
2021,Disability & Sex,At least one functional difficulty,Male,VNM,,,,0,,,,,0,0,0,47,0,0,0,0,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2021,Disability,"At least one sensory, physical or intellectual difficulty",,VNM,,,,0,,,,,0,0,0,43,0,0,0,0,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,VNM,,,,0,,,,,0,0,0,30,0,0,0,0,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,VNM,,,,,,,,,,,,,,,,,MICS,,5,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2020,Household education,,,VNM,.99206519,.98461884,.91721356,.00032516074,.017341616,.019440103,.17009406,.0038043163,491,254,251,1001,1009,675,440,722,MICS,.99109137,355,.022527492,.86759102,.47504094,.31806919,.98181057,.98852575,.93646765,.00096216227,18.231987,.98951507,494,777,777,787,1001,1001,1070,425,425,1168,Completed upper secondary,.73863065,204,Viet Nam
2020,Disability,At least one functional difficulty,,VNM,,,,,,,,,,,,,,,,,MICS,,9,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2021,Disability & Sex,At least one functional difficulty,Female,VNM,,,,0,,,,,0,0,0,35,0,0,0,0,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Viet Nam
2019,Disability & Sex,At least one functional difficulty,Male,WSM,1,,,.0029677795,.018139195,.01972701,.22161682,0,33,25,0,188,145,39,52,90,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Samoa
2019,Household education,,,WSM,.96752679,.97684175,.49621385,.061555337,.12448041,.02829935,.28577721,.015783446,87,75,56,283,225,62,137,141,MICS,.82456529,34,.076347567,.18433768,.16029419,.15532365,.96916336,.9908886,.41995883,0,11.984097,.97215712,108,72,72,75,223,223,161,95,95,232,Not completed primary,,21,Samoa
2019,Disability & Sex,At least one functional difficulty,Female,WSM,1,1,,.005835121,.02585068,,.16422433,0,41,33,0,129,102,28,61,55,MICS,,5,,,,,,,,,,,,,,,,,,,,,,,,Samoa
2019,Household education,,,WSM,.98063761,.96459275,.50346482,.064852513,.08675348,.048754107,.24993423,.0028644283,400,380,312,1415,1038,319,644,686,MICS,.68370861,177,.11388581,.14497508,.078943036,.068545192,.97015893,.98525834,.46225402,0,12.454268,.98350668,569,407,407,257,1129,1129,884,478,478,1147,Completed lower secondary,.56429118,103,Samoa
2019,Household education,,,WSM,,.95973152,,.092875719,.23814133,,.33620146,.025932383,27,31,22,90,80,24,54,48,MICS,,14,.16959335,.11069467,.031609442,,.95237005,.98752266,.31555074,0,11.84084,1,43,37,37,23,85,85,70,33,33,88,Completed primary,,11,Samoa
2019,Household education,,,WSM,1,1,.87924242,.18752791,.035282698,.062626898,.080511667,0,77,77,59,327,208,68,127,128,MICS,.74199671,38,.48518437,.62168396,.44204754,.47958598,.99638468,.99638468,.85672373,0,14.337552,1,107,91,91,91,222,222,184,96,96,219,Completed post-secondary or higher,,24,Samoa
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,WSM,,,,.017457591,,,,,1,2,0,32,23,8,4,11,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Samoa
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,WSM,,,,,,,,,4,1,0,9,8,2,5,1,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Samoa
2019,Disability,At least one functional difficulty,,WSM,1,1,,.0040435311,.02118716,.022646999,.19204351,0,74,58,0,317,247,67,113,145,MICS,,7,,,,,,,,,,,,,,,,,,,,,,,,Samoa
2019,Household education,,,WSM,.98351854,.99661893,.73298401,.11228323,.073139243,.064624816,.19109799,0,161,166,129,690,480,152,271,295,MICS,.7299999,80,.23214473,.28173655,.097748615,.060522158,.98427188,.9875071,.75584835,.0035864869,13.320977,.9949457,250,173,173,183,502,502,385,212,212,494,Completed upper secondary,.62226665,55,Samoa
2019,Disability,"At least one sensory, physical or intellectual difficulty",,WSM,,,,.013808009,.025999166,,,,5,3,0,41,31,10,9,12,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Samoa
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,ZWE,.86309016,,,,.032302927,,.28411874,0,35,7,0,0,88,26,35,45,MICS,,1,,,,,,,,,,,6,10,10,8,8,8,14,5,5,10,,,,Zimbabwe
2019,Household education,,,ZWE,.972251,.89869273,.11491796,0,.059335262,.079339378,.48034155,0,77,74,60,225,225,45,105,107,MICS,.99255902,56,.022454266,.44492212,.12743871,.10425977,.84621835,.94933271,.24826363,0,12.501019,.88264298,106,102,102,112,215,215,184,93,93,221,Completed post-secondary or higher,,25,Zimbabwe
2019,Household education,,,ZWE,.7600776,.58234048,.03332749,0,.13317548,.26357847,.5745309,.028873928,498,458,299,1659,1684,425,659,877,MICS,.9637478,169,.016608922,.24798995,.23796925,.30710319,.50842303,.74882483,.027945718,.054202948,8.2925701,.68045378,674,454,454,520,1306,1306,872,498,498,1367,Not completed primary,.80429447,208,Zimbabwe
2019,Disability & Sex,At least one functional difficulty,Female,ZWE,.86091369,,,,.050710723,.33628076,.58226085,0,49,16,0,0,167,33,49,81,MICS,,7,.050811492,,,.080886118,.66067219,.84576005,.074344881,.027401209,10.041958,.79738683,45,27,27,56,113,113,64,37,37,118,,,,Zimbabwe
2019,Disability,At least one functional difficulty,,ZWE,.84364241,.76131469,,,.046481043,.25402546,.46032274,0,121,32,0,0,364,84,121,184,MICS,,18,.038682859,.090250127,.052762147,.067478001,.60720199,.82598448,.05946888,.033345532,9.6083879,.68264616,59,40,40,65,203,203,88,49,49,213,,,,Zimbabwe
2019,Household education,,,ZWE,.95146912,.84292758,.024634615,0,.072869554,.12394915,.476491,.0014447361,938,954,734,3071,3059,656,1292,1498,MICS,.93981647,352,.010524439,.03289365,.023480274,.016976895,.80954713,.95447844,.022419671,.0041872831,10.115906,.85460144,1431,1165,1165,1303,2856,2856,2415,1269,1269,2847,Completed lower secondary,.73290044,449,Zimbabwe
2019,Disability,"At least one sensory, physical or intellectual difficulty",,ZWE,.83746731,,,,.036826119,.18376353,.34094167,0,55,11,0,0,170,39,55,91,MICS,,3,.029937504,,,.05651116,.78803873,.91834801,.061253536,,,.82621771,39,28,28,47,51,51,55,29,29,57,,,,Zimbabwe
2019,Household education,,,ZWE,.86803102,.53878105,.0076872008,0,.11645794,.26622581,.60650074,.01865459,457,427,283,1478,1523,362,612,801,MICS,.95868915,119,.0011041223,.015228812,.013642858,.0048486507,.46693218,.87478697,.0031238501,.010771073,8.375988,.62290829,604,406,406,425,1258,1258,893,488,488,1241,Completed primary,.81325239,200,Zimbabwe
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,ZWE,,,,,.041517776,,,0,20,4,0,0,82,13,20,46,MICS,,2,.03427146,,,.070740379,.80687279,.94355893,.067883,,,.85760182,33,18,18,39,43,43,41,24,24,47,,,,Zimbabwe
2019,Household education,,,ZWE,,,.22785899,0,.083463028,,.33618674,0,28,28,30,80,85,18,43,41,MICS,,17,.085747413,.28792667,.074384302,.081364349,.84529513,.9416188,.38856819,.027252879,10.881975,.89433205,59,56,56,54,109,109,113,59,59,110,Completed upper secondary,,11,Zimbabwe
2019,Disability & Sex,At least one functional difficulty,Male,ZWE,.83274263,,,,.042734623,.19902648,.3833681,0,72,16,0,0,197,51,72,103,MICS,,11,,,,,.53878516,.80068099,,,,.54190379,14,13,13,9,90,90,24,12,12,95,,,,Zimbabwe
