"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Language","Location","Wealth","mlevel2_m","mlevel3_m","mlevel4_m","mlevel2_se","mlevel3_se","mlevel4_se","mlevel2_no","mlevel3_no","mlevel4_no","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no","slevel2_m","slevel3_m","slevel4_m","slevel2_se","slevel3_se","slevel4_se","slevel2_no","slevel3_no","slevel4_no"
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Urban",3,0.8821,0.6792,0.2676,0.0192,0.0303,0.0265,681,540,220,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Urban",4,0.9271,0.7852,0.3636,0.0182,0.0215,0.0293,831,733,372,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Urban",5,0.9595,0.8804,0.5285,0.0161,0.0229,0.0308,971,912,602,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Rural",1,0.7224,0.4205,0.0894,0.0354,0.0484,0.0223,297,186,36,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Rural",2,0.8254,0.5626,0.1554,0.0401,0.0444,0.0257,291,201,50,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Rural",3,0.845,0.5936,0.1826,0.0413,0.0516,0.0358,189,137,49,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Rural",4,0.9334,0.7555,0.2634,0.0373,0.0743,0.0735,71,60,23,,,,,,,,,,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Location & Wealth","","","Rural",5,0.9941,0.8904,0.4891,0.0186,0.0961,0.1377,27,25,13,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Urban",1,0.2564,0.0548,7e-04,0.0787,0.0331,0.0018,49,12,0,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Urban",2,0.3915,0.1084,0.0105,0.072,0.037,0.0096,137,44,6,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Urban",3,0.567,0.2386,0.018,0.0552,0.0379,0.0072,336,162,17,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Urban",4,0.7862,0.4288,0.0621,0.0367,0.0391,0.0187,574,330,51,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Urban",5,0.883,0.6212,0.1691,0.0339,0.0428,0.0325,756,553,155,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Rural",1,0.1778,0.0472,1e-04,0.0437,0.0241,3e-04,115,24,1,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Rural",2,0.2795,0.0682,0.0016,0.0764,0.0442,0.0017,146,37,2,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Rural",3,0.4908,0.1913,0.0065,0.0739,0.0522,0.0061,139,58,4,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Rural",4,0.7016,0.3985,0.0713,0.0613,0.0896,0.0349,67,31,3,,,,,,,,,,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Location & Wealth","","","Rural",5,0.8834,0.7067,0.2183,0.0486,0.1058,0.1481,69,51,13,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Urban",1,0.6826,0.3061,0.0325,0.0312,0.0388,0.009,349,152,20,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Urban",2,0.7285,0.361,0.0382,0.0367,0.0344,0.0094,477,250,35,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Urban",3,0.8244,0.4967,0.0827,0.0208,0.0281,0.0135,533,327,51,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Urban",4,0.8945,0.624,0.1353,0.0161,0.0241,0.021,611,443,120,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Urban",5,0.9467,0.7702,0.268,0.0128,0.0222,0.027,668,571,235,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Rural",1,0.8223,0.5356,0.1291,0.1205,0.1608,0.2036,47,22,4,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Rural",2,0.8206,0.617,0.0628,0.0985,0.1856,0.1216,52,25,2,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Rural",3,0.8292,0.6575,0.0246,0.0851,0.1311,0.0203,55,36,3,,,,,,,,,,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Location & Wealth","","","Rural",4,0.9051,0.6048,0.1517,0.0689,0.0848,0.0958,30,21,7,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Urban",1,0.0492,0.0106,0,0.0186,0.0071,0,23,6,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Urban",2,0.0762,0.0211,9e-04,0.022,0.0117,0.0012,35,5,1,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Urban",3,0.1151,0.027,0.0022,0.0201,0.0125,0.0039,66,14,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Urban",4,0.1207,0.0303,0.0016,0.0281,0.0097,0.0013,87,21,1,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Urban",5,0.3327,0.1104,0.0089,0.0343,0.0245,0.0049,246,84,8,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Rural",1,0.0891,0.0316,0.0022,0.0259,0.0151,0.0042,26,10,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Rural",2,0.1131,0.0461,0.0035,0.0365,0.0238,0.0101,32,12,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Rural",3,0.091,0.0093,0,0.0277,0.0078,0,32,4,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Rural",4,0.138,0.0471,0.0115,0.033,0.0214,0.0155,24,7,0,,,,,,,,,,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Location & Wealth","","","Rural",5,0.2628,0.0703,0,0.0845,0.0371,0,21,6,0,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Urban",1,0.3839,0.1767,0.0473,0.0455,0.0403,0.021,235,100,22,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Urban",2,0.4616,0.2227,0.0381,0.0403,0.0339,0.0185,344,164,26,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Urban",3,0.574,0.2718,0.0395,0.0307,0.0319,0.0162,470,206,26,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Urban",4,0.6739,0.3797,0.0604,0.0276,0.0284,0.0131,558,302,43,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Urban",5,0.7876,0.492,0.1265,0.026,0.0312,0.0259,710,451,103,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Rural",1,0.3599,0.135,0.0142,0.0497,0.0393,0.0123,126,50,4,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Rural",2,0.4153,0.1956,0.0649,0.0693,0.0761,0.0746,137,52,6,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Rural",3,0.5539,0.2583,0.0402,0.0658,0.0813,0.0372,121,56,4,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Rural",4,0.5813,0.24,0.0316,0.0604,0.0508,0.0226,93,44,5,,,,,,,,,,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Location & Wealth","","","Rural",5,0.872,0.6579,0.1962,0.0409,0.0528,0.0371,137,94,30,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Urban",1,0.2959,0.069,0.0014,0.0635,0.0353,0.0046,48,10,0,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Urban",2,0.417,0.0999,0.0025,0.0537,0.0316,0.0041,91,21,1,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Urban",3,0.4845,0.1504,0.0193,0.0437,0.0331,0.0118,167,49,3,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Urban",4,0.6108,0.2954,0.0549,0.0441,0.0358,0.0188,239,96,17,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Urban",5,0.8112,0.5788,0.1745,0.0317,0.0404,0.0246,455,312,103,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Rural",1,0.1797,0.0288,0,0.0297,0.0076,1e-04,138,23,0,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Rural",2,0.1853,0.0377,0.0018,0.0217,0.0098,0.0019,174,38,0,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Rural",3,0.2696,0.0662,0.0025,0.027,0.0147,0.0027,198,55,2,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Rural",4,0.4126,0.141,0.0091,0.0417,0.0212,0.005,283,114,7,,,,,,,,,,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Location & Wealth","","","Rural",5,0.5559,0.2315,0.0361,0.0405,0.0409,0.0188,271,157,20,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Urban",1,0.2295,0.0656,0.0074,0.0857,0.0394,0.017,18,8,0,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Urban",2,0.3777,0.1187,0.002,0.0588,0.0384,0.0041,65,28,1,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Urban",3,0.4852,0.1877,0.0088,0.0448,0.0434,0.0089,143,66,8,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Urban",4,0.5486,0.2577,0.0309,0.0491,0.0409,0.0126,329,190,26,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Urban",5,0.8044,0.5014,0.1162,0.044,0.05,0.0245,579,398,102,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Rural",1,0.3513,0.1948,0.0461,0.0421,0.0356,0.0183,253,108,19,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Rural",2,0.3696,0.1494,0.0315,0.0394,0.0276,0.0112,241,86,17,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Rural",3,0.4851,0.1878,0.0264,0.0566,0.0422,0.0151,245,85,11,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Rural",4,0.535,0.2396,0.0425,0.0469,0.0528,0.0226,162,72,11,,,,,,,,,,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Location & Wealth","","","Rural",5,0.6807,0.3978,0.1213,0.102,0.1136,0.0762,33,22,6,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Urban",1,0.6035,0.307,0.0453,0.053,0.0466,0.0142,128,65,9,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Urban",2,0.6646,0.4007,0.087,0.0389,0.0338,0.0158,300,178,44,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Urban",3,0.7676,0.485,0.113,0.0231,0.0269,0.016,475,308,85,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Urban",4,0.8743,0.6588,0.2183,0.0203,0.0283,0.024,595,479,187,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Urban",5,0.9018,0.7341,0.3339,0.0209,0.0315,0.0325,634,546,255,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Rural",1,0.4822,0.2555,0.0487,0.0516,0.0442,0.0191,206,98,22,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Rural",2,0.6384,0.4087,0.1198,0.0434,0.0438,0.0359,171,101,26,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Rural",3,0.6367,0.4279,0.0842,0.0492,0.0478,0.0304,114,79,21,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Rural",4,0.7168,0.5505,0.1812,0.0836,0.0934,0.0692,38,32,12,,,,,,,,,,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Location & Wealth","","","Rural",5,0.9851,0.8309,0.3426,0.0328,0.1012,0.1513,25,23,7,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Urban",1,0.1908,0.0317,0,0.0491,0.0259,0,21,6,0,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Urban",2,0.2339,0.0388,0,0.0484,0.0218,0,60,11,0,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Urban",3,0.3122,0.0778,0.0054,0.035,0.0239,0.0057,110,31,3,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Urban",4,0.3518,0.0876,0.002,0.0326,0.0192,0.0027,159,46,2,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Urban",5,0.5578,0.256,0.0357,0.0418,0.0423,0.0154,345,172,24,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Rural",1,0.2454,0.1007,0.0342,0.035,0.0288,0.0241,139,42,8,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Rural",2,0.2171,0.0624,0.0047,0.0291,0.0167,0.0043,120,31,3,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Rural",3,0.2587,0.0773,0.0039,0.0336,0.0306,0.0035,114,37,2,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Rural",4,0.2896,0.0835,0.003,0.0408,0.0229,0.003,96,25,1,,,,,,,,,,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Location & Wealth","","","Rural",5,0.39,0.1025,0.0068,0.076,0.0435,0.0087,53,16,1,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Urban",1,0.611,0.3379,0.0688,0.0378,0.0339,0.0169,276,153,34,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Urban",2,0.7367,0.4623,0.1172,0.0239,0.0302,0.0185,391,252,60,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Urban",3,0.7843,0.5309,0.1588,0.0245,0.0275,0.0194,486,331,104,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Urban",4,0.8586,0.6223,0.212,0.017,0.0303,0.024,592,434,148,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Urban",5,0.912,0.763,0.3696,0.0166,0.0272,0.0284,726,618,297,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Rural",1,0.5603,0.291,0.0458,0.0343,0.0417,0.0136,235,121,19,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Rural",2,0.6772,0.4089,0.0924,0.0442,0.0437,0.0248,222,140,27,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Rural",3,0.7022,0.4458,0.1154,0.042,0.0449,0.0307,155,101,23,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Rural",4,0.8294,0.6271,0.2012,0.0465,0.0582,0.0701,89,67,24,,,,,,,,,,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Location & Wealth","","","Rural",5,0.9147,0.6643,0.2419,0.0742,0.1372,0.1088,25,19,6,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Urban",1,0.2762,0.0548,0,0.0877,0.0421,0,9,2,0,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Urban",2,0.3531,0.0956,7e-04,0.0762,0.0474,0.0016,64,11,1,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Urban",3,0.4266,0.1244,0.0065,0.0522,0.0313,0.005,147,46,4,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Urban",4,0.6141,0.2641,0.0224,0.0461,0.0396,0.0102,300,145,17,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Urban",5,0.812,0.4878,0.0931,0.0299,0.0402,0.0195,539,352,77,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Rural",1,0.1634,0.0416,9e-04,0.0375,0.019,0.0021,111,18,0,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Rural",2,0.2463,0.0644,0.0024,0.034,0.0254,0.0056,148,30,1,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Rural",3,0.3452,0.0887,0.0026,0.0313,0.0158,0.0037,149,40,1,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Rural",4,0.4347,0.124,0.0051,0.0452,0.0287,0.0055,88,20,1,,,,,,,,,,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Location & Wealth","","","Rural",5,0.5021,0.1883,0.0143,0.1216,0.0946,0.0323,20,5,1,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Urban",1,0.4698,0.2034,0.0261,0.054,0.0434,0.0151,109,49,7,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Urban",2,0.5659,0.2809,0.0393,0.0421,0.0335,0.0172,280,150,18,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Urban",3,0.675,0.3861,0.0769,0.0314,0.0315,0.017,546,349,75,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Urban",4,0.7711,0.51,0.1349,0.0283,0.0315,0.0184,748,531,153,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Urban",5,0.908,0.6916,0.2452,0.015,0.0324,0.025,867,694,269,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Rural",1,0.2871,0.1311,0.0175,0.0351,0.0294,0.0247,178,56,0,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Rural",2,0.2779,0.1347,0.0407,0.0391,0.0335,0.0225,146,46,5,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Rural",3,0.3747,0.1645,0.0125,0.0802,0.0631,0.0204,83,35,3,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Rural",4,0.2487,0.0736,0.0111,0.0639,0.0346,0.011,21,10,2,,,,,,,,,,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Location & Wealth","","","Rural",5,0.0952,0.0277,0,0.1219,0.0455,0,2,2,0,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Urban",1,0.1701,0.0694,0.0064,0.0492,0.0342,0.0082,30,11,1,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Urban",2,0.2429,0.0957,0.0138,0.0323,0.0238,0.0104,90,23,4,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Urban",3,0.3269,0.1146,0.0116,0.0459,0.0306,0.0092,144,40,8,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Urban",4,0.413,0.179,0.0226,0.0417,0.033,0.0109,208,89,11,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Urban",5,0.7072,0.4227,0.0899,0.0486,0.0498,0.0216,439,276,57,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Rural",1,0.2355,0.1502,0.0637,0.0466,0.0436,0.0315,105,56,19,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Rural",2,0.2981,0.1697,0.0653,0.0482,0.0367,0.0277,96,51,13,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Rural",3,0.2474,0.0821,0.0105,0.0461,0.03,0.0154,61,25,5,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Rural",4,0.3548,0.1642,0.0275,0.0586,0.045,0.0254,52,19,3,,,,,,,,,,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Wealth","","","Rural",5,0.5416,0.392,0.131,0.1173,0.103,0.0743,32,24,8,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Urban",1,0.4246,0.1752,0.0112,0.0731,0.0412,0.0119,283,122,11,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Urban",2,0.6341,0.3625,0.0636,0.0613,0.0631,0.0361,404,207,36,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Urban",3,0.6385,0.4019,0.1134,0.0437,0.0617,0.0405,436,278,64,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Urban",4,0.8073,0.5613,0.2187,0.0431,0.0553,0.0515,576,396,122,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Urban",5,0.9069,0.7417,0.3271,0.0314,0.0403,0.029,709,567,250,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Rural",1,0.4548,0.2618,0.1104,0.1368,0.211,0.1493,32,15,4,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Rural",2,0.7251,0.3906,0.0498,0.1429,0.1868,0.0232,61,35,8,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Rural",3,0.8335,0.5399,0.0826,0.0607,0.166,0.1437,63,34,10,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Rural",4,0.6634,0.513,0.2341,0.2506,0.2098,0.1707,52,35,8,,,,,,,,,,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Wealth","","","Rural",5,0.6231,0.4614,0.2217,0.2974,0.2088,0.122,25,21,8,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Sex","Male","Yes","Urban",,0.6219,0.3788,0.098,0.0282,0.032,0.0132,631,398,119,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Sex","Male","Yes","Rural",,0.591,0.3391,0.1163,0.041,0.0464,0.0467,248,137,31,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Sex","Female","Yes","Urban",,0.6671,0.4135,0.1053,0.0297,0.0264,0.0152,618,399,116,,,,,,,,,,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Sex","Female","Yes","Rural",,0.6292,0.3767,0.0678,0.0465,0.0601,0.0278,264,141,35,,,,,,,,,,,,,,,,,,
