"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"POL",2006,4,"Primary","PIRLS","Poland",616,"Location & Sex","Female","Rural","",,0.9331,0.7299,0.3529,0.0136,0.023,0.0257,648,522,263
"POL",2006,4,"Primary","PIRLS","Poland",616,"Location & Sex","Male","Urban","",,0.9388,0.7365,0.3672,0.0085,0.017,0.0181,1657,1312,655
"POL",2006,4,"Primary","PIRLS","Poland",616,"Location & Sex","Male","Rural","",,0.8791,0.6295,0.2616,0.0174,0.0291,0.0249,562,397,177
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Female","Urban","",,0.388,0.1242,0.0135,0.0125,0.0083,0.0026,1153,380,41
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Female","Rural","",,0.2643,0.0872,0.0082,0.0535,0.0273,0.0115,27,7,2
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Male","Urban","",,0.2649,0.0879,0.0102,0.0082,0.0055,0.0026,778,266,31
"QAT",2006,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Male","Rural","",,0.1357,0.024,0.0106,0.0546,0.0162,0.0135,11,2,1
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Location & Sex","Female","Urban","",,0.9317,0.7543,0.3887,0.0114,0.0252,0.0267,1299,1076,556
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Location & Sex","Female","Rural","",,0.7768,0.5187,0.1822,0.0366,0.0377,0.0247,515,333,110
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Location & Sex","Male","Urban","",,0.885,0.6842,0.3187,0.0243,0.0317,0.0302,1305,1003,472
"ROU",2006,4,"Primary","PIRLS","Romania",642,"Location & Sex","Male","Rural","",,0.7513,0.4683,0.161,0.038,0.0443,0.0233,536,325,105
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Female","Urban","",,0.9978,0.9546,0.7391,0.0018,0.0098,0.022,1868,1795,1401
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Female","Rural","",,0.9626,0.8322,0.4676,0.0154,0.028,0.0394,519,454,252
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Male","Urban","",,0.9954,0.9359,0.6483,0.0026,0.0101,0.0204,1757,1655,1153
"RUS",2006,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Male","Rural","",,0.9523,0.7533,0.3796,0.0186,0.0339,0.0482,532,412,198
"",2006,4,"Primary","PIRLS","Scotland",927,"Location & Sex","Female","Urban","",,0.9563,0.8146,0.4485,0.0093,0.0216,0.0245,1091,942,533
"",2006,4,"Primary","PIRLS","Scotland",927,"Location & Sex","Female","Rural","",,0.9657,0.8137,0.458,0.0146,0.0385,0.0493,334,284,166
"",2006,4,"Primary","PIRLS","Scotland",927,"Location & Sex","Male","Urban","",,0.8983,0.7221,0.3659,0.0132,0.0208,0.0262,1019,822,440
"",2006,4,"Primary","PIRLS","Scotland",927,"Location & Sex","Male","Rural","",,0.9298,0.7321,0.3577,0.0265,0.0399,0.0427,324,250,133
"SGP",2006,4,"Primary","PIRLS","Singapore",702,"Location & Sex","Female","Urban","",,0.9792,0.8942,0.6217,0.0036,0.0099,0.0193,3060,2760,1913
"SGP",2006,4,"Primary","PIRLS","Singapore",702,"Location & Sex","Male","Urban","",,0.9548,0.8318,0.5398,0.0062,0.0135,0.0195,3083,2631,1675
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Location & Sex","Female","Urban","",,0.9733,0.8642,0.5257,0.0076,0.0152,0.0202,1914,1712,1066
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Location & Sex","Female","Rural","",,0.9145,0.7755,0.3591,0.0216,0.0275,0.0324,614,528,249
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Location & Sex","Male","Urban","",,0.9629,0.8315,0.4567,0.0094,0.0141,0.0196,1923,1649,927
"SVK",2006,4,"Primary","PIRLS","Slovakia",703,"Location & Sex","Male","Rural","",,0.8991,0.676,0.3317,0.0239,0.0339,0.0309,666,510,251
"SVN",2006,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Female","Urban","",,0.9673,0.8265,0.4459,0.0065,0.013,0.017,1864,1595,863
"SVN",2006,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Female","Rural","",,0.9519,0.7496,0.3411,0.009,0.0273,0.0265,577,478,216
"SVN",2006,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Male","Urban","",,0.9286,0.7192,0.3289,0.0084,0.0176,0.0179,1901,1488,680
"SVN",2006,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Male","Rural","",,0.9231,0.6713,0.277,0.016,0.0268,0.0283,586,432,172
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Female","Urban","",,0.9871,0.8991,0.5826,0.0042,0.0095,0.0189,1859,1691,1097
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Female","Rural","",,0.9873,0.9253,0.5772,0.0104,0.0228,0.0517,217,200,121
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Male","Urban","",,0.9758,0.8498,0.4676,0.0062,0.0143,0.018,1957,1699,934
"SWE",2006,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Male","Rural","",,0.9804,0.8647,0.4889,0.0136,0.0347,0.0524,257,225,120
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Female","Urban","",,0.7302,0.4754,0.1815,0.0279,0.0267,0.0211,1068,721,284
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Female","Rural","",,0.6479,0.3514,0.0957,0.0399,0.0377,0.0151,323,172,55
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Male","Urban","",,0.6491,0.4065,0.1449,0.0296,0.0299,0.0177,986,647,233
"TTO",2006,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Male","Rural","",,0.4611,0.1776,0.0349,0.0423,0.0265,0.0099,238,104,25
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Female","Urban","",,0.4381,0.294,0.1585,0.0402,0.0383,0.0278,932,561,274
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Female","Rural","",,0.1324,0.047,0.0153,0.0099,0.0063,0.0047,643,205,57
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Male","Urban","",,0.3469,0.223,0.0982,0.0361,0.0309,0.0165,665,371,150
"ZAF",2006,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Male","Rural","",,0.0965,0.0369,0.0141,0.0096,0.0074,0.0054,419,144,49
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Language & Sex","Female","","Yes",,0.9866,0.8727,0.5093,0.0035,0.0124,0.0182,2163,1902,1123
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Language & Sex","Female","","No",,0.9644,0.7977,0.2416,0.0318,0.0986,0.1071,35,31,11
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Language & Sex","Male","","Yes",,0.9776,0.8444,0.4502,0.005,0.0122,0.0209,2056,1758,942
"AUT",2006,4,"Primary","PIRLS","Austria",40,"Language & Sex","Male","","No",,0.8993,0.5669,0.148,0.0815,0.0992,0.0672,44,27,6
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Language & Sex","Female","","Yes",,0.9935,0.9197,0.5227,0.0022,0.0096,0.0179,2096,1951,1108
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Language & Sex","Female","","No",,0.9747,0.6807,0.2565,0.0433,0.1315,0.0765,38,31,10
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Language & Sex","Male","","Yes",,0.9926,0.8946,0.4902,0.0024,0.0094,0.0191,2102,1892,1046
"",2006,4,"Primary","PIRLS","Belgium (Flemish)",956,"Language & Sex","Male","","No",,0.9462,0.679,0.1935,0.0422,0.0963,0.0721,48,38,11
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Language & Sex","Female","","Yes",,0.938,0.6835,0.2517,0.009,0.0183,0.015,1888,1400,518
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Language & Sex","Female","","No",,0.8429,0.5737,0.2151,0.1026,0.1183,0.1012,23,13,6
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Language & Sex","Male","","Yes",,0.9177,0.6534,0.2361,0.0108,0.018,0.0145,1811,1302,493
"",2006,4,"Primary","PIRLS","Belgium (French)",957,"Language & Sex","Male","","No",,0.7127,0.2808,0.0926,0.1193,0.0804,0.0506,28,11,3
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Language & Sex","Female","","Yes",,0.9744,0.8747,0.5865,0.008,0.016,0.0238,1753,1600,1105
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Language & Sex","Female","","No",,0.8337,0.573,0.2898,0.0884,0.1182,0.1083,38,25,10
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Language & Sex","Male","","Yes",,0.9446,0.8141,0.4898,0.0124,0.022,0.0249,1707,1496,914
"BGR",2006,4,"Primary","PIRLS","Bulgaria",100,"Language & Sex","Male","","No",,0.8555,0.6046,0.2517,0.0796,0.1217,0.1051,41,34,14
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Sex","Female","","Yes",,0.9929,0.9157,0.6002,0.0026,0.0112,0.0173,1953,1822,1208
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Sex","Female","","No",,0.984,0.7668,0.3762,0.034,0.116,0.1147,27,23,10
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Sex","Male","","Yes",,0.989,0.8899,0.5684,0.0036,0.0138,0.0196,1996,1792,1165
"",2006,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Sex","Male","","No",,0.957,0.6857,0.3122,0.054,0.1215,0.1275,20,13,6
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Language & Sex","Female","","Yes",,0.9886,0.9063,0.6034,0.0035,0.0099,0.0198,1953,1792,1205
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Language & Sex","Female","","No",,1,0.7291,0.4852,0,0.1136,0.1389,24,19,11
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Language & Sex","Male","","Yes",,0.9854,0.8779,0.5439,0.0038,0.0122,0.0196,1919,1714,1093
"",2006,4,"Primary","PIRLS","Canada, British Columbia",9135,"Language & Sex","Male","","No",,0.9861,0.83,0.5003,0.0437,0.1234,0.1624,16,13,9
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Language & Sex","Female","","Yes",,0.9817,0.8787,0.5564,0.0051,0.0103,0.0171,1979,1768,1104
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Language & Sex","Female","","No",,0.8621,0.6218,0.215,0.0861,0.0903,0.1246,25,17,4
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Language & Sex","Male","","Yes",,0.9553,0.8099,0.4521,0.0062,0.0134,0.0169,1953,1649,887
"",2006,4,"Primary","PIRLS","Canada, Nova Scotia",9136,"Language & Sex","Male","","No",,0.8091,0.4052,0.0898,0.1318,0.1372,0.1029,27,15,1
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Sex","Female","","Yes",,0.9892,0.9025,0.5802,0.004,0.0115,0.0254,1770,1541,926
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Sex","Female","","No",,0.9795,0.9145,0.592,0.0165,0.0426,0.1307,61,53,27
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Sex","Male","","Yes",,0.9742,0.8581,0.5275,0.0073,0.0152,0.023,1751,1471,814
"",2006,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Sex","Male","","No",,0.9573,0.82,0.5277,0.0352,0.052,0.0899,75,57,20
"",2006,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Sex","Female","","Yes",,0.9876,0.8722,0.4565,0.0041,0.0133,0.02,1705,1498,780
"",2006,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Sex","Female","","No",,0.9652,0.8032,0.3614,0.0698,0.0985,0.1116,31,25,10
"",2006,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Sex","Male","","Yes",,0.9715,0.82,0.3977,0.0063,0.0188,0.0236,1614,1353,673
"",2006,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Sex","Male","","No",,0.9792,0.7505,0.3005,0.0215,0.1135,0.1167,38,34,13
"DEU",2006,4,"Primary","PIRLS","Germany",276,"Language & Sex","Female","","Yes",,0.9891,0.9054,0.5867,0.0029,0.0111,0.0227,3140,2895,1862
"DEU",2006,4,"Primary","PIRLS","Germany",276,"Language & Sex","Female","","No",,1,0.7764,0.281,0,0.1638,0.116,26,22,9
"DEU",2006,4,"Primary","PIRLS","Germany",276,"Language & Sex","Male","","Yes",,0.9889,0.9029,0.5481,0.003,0.0105,0.021,3117,2826,1695
"DEU",2006,4,"Primary","PIRLS","Germany",276,"Language & Sex","Male","","No",,0.8163,0.6643,0.2223,0.1038,0.1009,0.1378,27,23,2
"DNK",2006,4,"Primary","PIRLS","Denmark",208,"Language & Sex","Female","","Yes",,0.9722,0.874,0.5578,0.0051,0.0122,0.0179,1948,1770,1149
"DNK",2006,4,"Primary","PIRLS","Denmark",208,"Language & Sex","Female","","No",,0.9852,0.8722,0.2683,0.049,0.102,0.1767,10,9,4
"DNK",2006,4,"Primary","PIRLS","Denmark",208,"Language & Sex","Male","","Yes",,0.961,0.8391,0.4956,0.0071,0.0138,0.0188,1795,1582,965
"DNK",2006,4,"Primary","PIRLS","Denmark",208,"Language & Sex","Male","","No",,0.8494,0.6435,0.4019,0.131,0.1267,0.12,21,16,10
"ENG",2006,4,"Primary","PIRLS","England",926,"Language & Sex","Female","","Yes",,0.9497,0.8269,0.5403,0.0064,0.0158,0.0151,1804,1560,1014
"ENG",2006,4,"Primary","PIRLS","England",926,"Language & Sex","Female","","No",,0.529,0.357,0.0609,0.1023,0.1094,0.0876,11,7,1
"ENG",2006,4,"Primary","PIRLS","England",926,"Language & Sex","Male","","Yes",,0.9344,0.7683,0.44,0.0071,0.0122,0.017,1806,1474,832
"ENG",2006,4,"Primary","PIRLS","England",926,"Language & Sex","Male","","No",,0.6763,0.2999,0.1466,0.1246,0.1152,0.0776,14,7,4
"ESP",2006,4,"Primary","PIRLS","Spain",724,"Language & Sex","Female","","Yes",,0.9466,0.7546,0.348,0.0086,0.0176,0.0166,1692,1359,660
"ESP",2006,4,"Primary","PIRLS","Spain",724,"Language & Sex","Female","","No",,0.9447,0.6478,0.1831,0.0393,0.0645,0.0405,120,86,25
"ESP",2006,4,"Primary","PIRLS","Spain",724,"Language & Sex","Male","","Yes",,0.9454,0.7412,0.3237,0.0081,0.0165,0.018,1694,1343,615
"ESP",2006,4,"Primary","PIRLS","Spain",724,"Language & Sex","Male","","No",,0.925,0.6389,0.2279,0.028,0.0537,0.0525,131,89,36
"FRA",2006,4,"Primary","PIRLS","France",250,"Language & Sex","Female","","Yes",,0.9712,0.8018,0.3947,0.0043,0.0139,0.0171,1917,1581,796
"FRA",2006,4,"Primary","PIRLS","France",250,"Language & Sex","Female","","No",,1,0.6845,0.0901,0,0.1662,0.0888,10,7,1
"FRA",2006,4,"Primary","PIRLS","France",250,"Language & Sex","Male","","Yes",,0.9545,0.7487,0.3407,0.006,0.0163,0.0154,1922,1525,713
"FRA",2006,4,"Primary","PIRLS","France",250,"Language & Sex","Male","","No",,0.7624,0.485,0.0925,0.1022,0.1351,0.099,12,6,1
"GEO",2006,4,"Primary","PIRLS","Georgia",268,"Language & Sex","Female","","Yes",,0.8756,0.5785,0.1857,0.0137,0.0232,0.0164,1661,1138,353
"GEO",2006,4,"Primary","PIRLS","Georgia",268,"Language & Sex","Male","","Yes",,0.8116,0.4781,0.1422,0.0181,0.0256,0.0171,1452,885,253
"GEO",2006,4,"Primary","PIRLS","Georgia",268,"Language & Sex","Male","","No",,0.9767,0.8778,0.5104,0.0731,0.2208,0.3764,16,11,6
"HKG",2006,4,"Primary","PIRLS","Hong Kong",344,"Language & Sex","Female","","Yes",,0.9967,0.9488,0.6566,0.0016,0.0074,0.017,2180,2073,1468
"HKG",2006,4,"Primary","PIRLS","Hong Kong",344,"Language & Sex","Female","","No",,0.9759,0.8869,0.4275,0.036,0.0611,0.1053,29,26,13
"HKG",2006,4,"Primary","PIRLS","Hong Kong",344,"Language & Sex","Male","","Yes",,0.9894,0.9088,0.5959,0.0033,0.0108,0.0202,2267,2092,1353
"HKG",2006,4,"Primary","PIRLS","Hong Kong",344,"Language & Sex","Male","","No",,0.9763,0.8347,0.5451,0.0344,0.0619,0.1,36,29,19
"HUN",2006,4,"Primary","PIRLS","Hungary",348,"Language & Sex","Female","","Yes",,0.9795,0.8704,0.5516,0.0058,0.0166,0.0211,1947,1773,1187
"HUN",2006,4,"Primary","PIRLS","Hungary",348,"Language & Sex","Female","","No",,0.5972,0.4604,0.2795,0.3119,0.2918,0.2186,5,3,2
"HUN",2006,4,"Primary","PIRLS","Hungary",348,"Language & Sex","Male","","Yes",,0.9755,0.8663,0.5212,0.0067,0.0148,0.0181,1945,1768,1083
"HUN",2006,4,"Primary","PIRLS","Hungary",348,"Language & Sex","Male","","No",,0.5178,0.3782,0.1757,0.3655,0.2822,0.1814,8,6,3
"",2006,4,"Primary","PIRLS","Iceland (5th grade)",9352,"Language & Sex","Female","","Yes",,0.9898,0.9166,0.6009,0.0056,0.0141,0.0256,652,607,391
"",2006,4,"Primary","PIRLS","Iceland (5th grade)",9352,"Language & Sex","Male","","Yes",,0.9807,0.8489,0.481,0.009,0.0228,0.0312,654,580,333
"",2006,4,"Primary","PIRLS","Iceland (5th grade)",9352,"Language & Sex","Male","","No",,0.9545,0.6315,0.3048,0.0934,0.1913,0.1879,8,5,3
"IDN",2006,4,"Primary","PIRLS","Indonesia",360,"Language & Sex","Female","","Yes",,0.6541,0.2651,0.0371,0.0241,0.0218,0.0073,1062,448,57
"IDN",2006,4,"Primary","PIRLS","Indonesia",360,"Language & Sex","Female","","No",,0.5615,0.2019,0.0204,0.0629,0.0432,0.0112,101,38,3
"IDN",2006,4,"Primary","PIRLS","Indonesia",360,"Language & Sex","Male","","Yes",,0.5261,0.1862,0.0308,0.0259,0.0185,0.0064,784,298,46
"IDN",2006,4,"Primary","PIRLS","Indonesia",360,"Language & Sex","Male","","No",,0.562,0.1841,0.0126,0.0606,0.0401,0.0105,93,32,1
"IRN",2006,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language & Sex","Female","","Yes",,0.7058,0.4043,0.1098,0.0231,0.0221,0.0131,1554,970,312
"IRN",2006,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language & Sex","Female","","No",,0.3145,0.0875,0.0108,0.0433,0.0258,0.008,112,35,4
"IRN",2006,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language & Sex","Male","","Yes",,0.6465,0.3228,0.0846,0.0251,0.0196,0.0102,1614,869,287
"IRN",2006,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language & Sex","Male","","No",,0.3892,0.1353,0.0141,0.0482,0.0301,0.0068,174,55,9
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Language & Sex","Female","","Yes",,0.9586,0.7844,0.3359,0.0096,0.0102,0.017,1680,1379,623
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Language & Sex","Female","","No",,0.9301,0.6559,0.2397,0.0665,0.1213,0.1077,16,11,4
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Language & Sex","Male","","Yes",,0.9159,0.6806,0.265,0.0076,0.0149,0.0123,1593,1197,455
"ISL",2006,4,"Primary","PIRLS","Iceland",352,"Language & Sex","Male","","No",,1,0.7055,0.0959,0,0.2846,0.1187,8,5,1
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Language & Sex","Female","","Yes",,0.9169,0.7926,0.4727,0.0111,0.0176,0.0186,1403,1209,719
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Language & Sex","Female","","No",,0.7492,0.5239,0.2364,0.0787,0.0884,0.0651,39,28,12
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Language & Sex","Male","","Yes",,0.8928,0.7451,0.4418,0.0129,0.0149,0.018,1417,1178,686
"ISR",2006,4,"Primary","PIRLS","Israel",376,"Language & Sex","Male","","No",,0.7279,0.4927,0.1898,0.0794,0.079,0.064,59,37,18
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Language & Sex","Female","","Yes",,0.9894,0.8896,0.5614,0.003,0.0151,0.0191,1545,1384,883
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Language & Sex","Female","","No",,0.9125,0.7332,0.3283,0.0843,0.1283,0.1407,23,17,8
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Language & Sex","Male","","Yes",,0.9817,0.876,0.5315,0.0046,0.0145,0.0216,1515,1348,821
"ITA",2006,4,"Primary","PIRLS","Italy",380,"Language & Sex","Male","","No",,0.9832,0.761,0.2863,0.0161,0.0764,0.0798,45,34,12
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Language & Sex","Female","","Yes",,0.4491,0.1826,0.0317,0.0237,0.0165,0.0073,471,183,33
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Language & Sex","Female","","No",,0.3788,0.1612,0.0214,0.0321,0.023,0.008,172,71,10
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Language & Sex","Male","","Yes",,0.2412,0.0848,0.0181,0.0205,0.0125,0.0051,196,64,13
"KWT",2006,4,"Primary","PIRLS","Kuwait",414,"Language & Sex","Male","","No",,0.2203,0.0615,0.0064,0.026,0.0178,0.0053,76,23,5
"LTU",2006,4,"Primary","PIRLS","Lithuania",440,"Language & Sex","Female","","Yes",,0.9915,0.8978,0.5018,0.0029,0.0104,0.0171,2211,2036,1172
"LTU",2006,4,"Primary","PIRLS","Lithuania",440,"Language & Sex","Female","","No",,1,0.7862,0.2463,0,0.2299,0.1894,8,8,2
"LTU",2006,4,"Primary","PIRLS","Lithuania",440,"Language & Sex","Male","","Yes",,0.9869,0.8471,0.3771,0.0038,0.0133,0.016,2222,1912,874
"LUX",2006,4,"Primary","PIRLS","Luxembourg",442,"Language & Sex","Female","","Yes",,0.9944,0.9147,0.6005,0.0028,0.0102,0.0169,1204,1108,716
"LUX",2006,4,"Primary","PIRLS","Luxembourg",442,"Language & Sex","Female","","No",,0.9886,0.8751,0.5406,0.0047,0.0101,0.0182,1256,1115,692
"LUX",2006,4,"Primary","PIRLS","Luxembourg",442,"Language & Sex","Male","","Yes",,0.99,0.9081,0.5844,0.0034,0.0102,0.0171,1126,1029,670
"LUX",2006,4,"Primary","PIRLS","Luxembourg",442,"Language & Sex","Male","","No",,0.9803,0.867,0.5314,0.0049,0.0107,0.0166,1401,1237,771
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Language & Sex","Female","","Yes",,0.9946,0.9057,0.5522,0.0033,0.0118,0.0196,1897,1765,1136
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Language & Sex","Female","","No",,0.9894,0.8898,0.5016,0.0239,0.0595,0.1276,47,42,18
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Language & Sex","Male","","Yes",,0.9783,0.8356,0.392,0.0069,0.0146,0.0186,1930,1704,876
"LVA",2006,4,"Primary","PIRLS","Latvia",428,"Language & Sex","Male","","No",,0.9327,0.719,0.2924,0.0549,0.0994,0.1252,38,30,9
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Language & Sex","Female","","Yes",,0.3317,0.1066,0.0155,0.0247,0.0167,0.0062,367,119,21
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Language & Sex","Female","","No",,0.2207,0.08,0.0109,0.054,0.0344,0.0087,81,31,3
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Language & Sex","Male","","Yes",,0.259,0.0965,0.0138,0.0219,0.0154,0.007,319,108,14
"MAR",2006,4,"Primary","PIRLS","Morocco",504,"Language & Sex","Male","","No",,0.194,0.0652,0.0074,0.0489,0.028,0.0066,63,22,2
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Language & Sex","Female","","Yes",,0.9334,0.716,0.2667,0.0108,0.0185,0.0198,1781,1380,543
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Language & Sex","Female","","No",,0.8405,0.703,0.331,0.1085,0.1423,0.161,20,17,9
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Language & Sex","Male","","Yes",,0.9013,0.6348,0.2081,0.0114,0.0223,0.0182,1691,1198,405
"MDA",2006,4,"Primary","PIRLS","Moldova, Republic of",498,"Language & Sex","Male","","No",,0.8831,0.6591,0.2417,0.0889,0.1407,0.0941,26,18,8
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Language & Sex","Female","","Yes",,0.7422,0.4859,0.1984,0.0162,0.0199,0.017,1230,792,318
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Language & Sex","Female","","No",,0.6747,0.4057,0.0812,0.1238,0.1101,0.0652,22,12,3
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Language & Sex","Male","","Yes",,0.6793,0.4166,0.1494,0.0197,0.0195,0.0128,1105,691,246
"MKD",2006,4,"Primary","PIRLS","Macedonia, the former Yugoslav Republic of",807,"Language & Sex","Male","","No",,0.6768,0.4593,0.1059,0.1099,0.1325,0.0705,21,12,3
"NLD",2006,4,"Primary","PIRLS","Netherlands",528,"Language & Sex","Female","","Yes",,0.9975,0.9252,0.5283,0.0019,0.0086,0.0205,2041,1918,1137
"NLD",2006,4,"Primary","PIRLS","Netherlands",528,"Language & Sex","Female","","No",,0.9134,0.8092,0.3564,0.1088,0.1228,0.1607,16,15,8
