"COUNTRY","year","grade","level","survey","iso_code3","iso_num","category","Wealth","Sex","Language","Location","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel1_se","rlevel2_se","rlevel1_no","rlevel2_no"
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",4,"Male","No","",0.9363,0.9222,0.8709,0.6164,0.0654,0.0797,0.0997,0.1448,16,16,15,11,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",4,"Male","Yes","",0.9932,0.9599,0.8712,0.709,0.0048,0.0105,0.0228,0.0249,503,487,446,361,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Female","No","",1,1,0.9529,0.8286,0,0,0.0996,0.2039,8,8,8,7,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Female","Yes","",0.9972,0.9855,0.9375,0.8458,0.0036,0.0095,0.0141,0.0225,458,456,435,391,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Male","No","",0.9046,0.8446,0.828,0.743,0.07,0.0931,0.092,0.1075,19,18,17,16,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Male","Yes","",0.9993,0.9823,0.9454,0.8567,0.0017,0.0071,0.013,0.0176,477,470,454,412,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Female","","Rural",0.261,0.0908,0.0188,9e-04,0.0299,0.0184,0.0095,0.002,103,32,6,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Female","","Urban",0.2844,0.0977,0.0223,0.0025,0.0432,0.0274,0.0143,0.0051,65,20,3,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Male","","Rural",0.2115,0.0578,0.0138,5e-04,0.0286,0.0145,0.0067,0.0018,73,23,6,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Male","","Urban",0.2179,0.0869,0.0259,0.0073,0.0394,0.025,0.016,0.0111,49,17,8,3,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Female","","Rural",0.3404,0.1065,0.0204,0.0026,0.0362,0.0249,0.013,0.0053,99,29,1,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Female","","Urban",0.3238,0.1248,0.0257,0,0.0428,0.0279,0.0167,0,61,21,3,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Male","","Rural",0.2295,0.0799,0.0131,0.0023,0.0369,0.0251,0.0072,0.0037,61,22,4,1,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Male","","Urban",0.3341,0.1284,0.0294,0.0014,0.0481,0.0339,0.0184,0.0044,67,24,7,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Female","","Rural",0.3738,0.1372,0.0266,0.0026,0.0395,0.0244,0.0104,0.0042,99,41,10,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Female","","Urban",0.4503,0.2299,0.0614,0.017,0.0423,0.0407,0.0224,0.0109,110,54,15,2,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Male","","Rural",0.2513,0.0912,0.0169,0.0045,0.0371,0.0294,0.0088,0.006,64,30,5,1,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Male","","Urban",0.358,0.1424,0.0251,9e-04,0.0443,0.0267,0.0099,0.0019,103,43,11,1,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Female","","Rural",0.3893,0.1627,0.0343,0,0.0439,0.0423,0.0169,0,86,33,8,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Female","","Urban",0.5166,0.2647,0.0816,0.029,0.0523,0.0446,0.0266,0.0209,171,84,26,6,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Male","","Rural",0.3147,0.1265,0.0286,0.0024,0.0406,0.0376,0.015,0.004,69,31,7,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Male","","Urban",0.4762,0.2355,0.0606,0.0046,0.0538,0.0452,0.0263,0.0077,146,68,14,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Female","","Rural",0.5837,0.2503,0.0993,0.0059,0.0647,0.0694,0.0376,0.0122,49,18,10,0,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Female","","Urban",0.7338,0.495,0.2608,0.0985,0.035,0.0492,0.0402,0.0231,328,220,112,42,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Male","","Rural",0.3784,0.18,0.054,0.0065,0.0587,0.0445,0.0303,0.0142,38,15,4,1,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Male","","Urban",0.6712,0.4424,0.2163,0.0624,0.0338,0.0436,0.0283,0.0157,305,217,109,29,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Female","","Rural",0.0713,0.019,0.0033,0,0.0154,0.0105,0.0033,0,33,5,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Female","","Urban",0.0453,0.0287,0.0103,0.0017,0.0292,0.0221,0.0128,0.0057,5,3,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Male","","Rural",0.1148,0.0311,0.0078,0,0.0275,0.0134,0.0064,0,43,11,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Male","","Urban",0.0608,0.0141,0,0,0.0419,0.0225,0,0,4,0,0,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Female","","Rural",0.1308,0.0317,0.0081,6e-04,0.0271,0.0137,0.0076,0.0018,50,9,2,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Female","","Urban",0.1872,0.0615,0.0135,0,0.065,0.0374,0.0215,0,13,5,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Male","","Rural",0.0901,0.0185,0.0032,0,0.0197,0.0106,0.0053,0,35,9,2,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Male","","Urban",0.1452,0.0387,0.0031,0,0.0747,0.028,0.0099,0,6,2,0,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Female","","Rural",0.15,0.046,0.0083,8e-04,0.0284,0.0159,0.0074,0.0027,52,15,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Female","","Urban",0.2985,0.1025,0.0259,0.0027,0.0642,0.0421,0.0247,0.006,30,10,2,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Male","","Rural",0.1381,0.0411,0.0094,0,0.0255,0.0144,0.0073,0,60,15,4,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Male","","Urban",0.2336,0.064,0.01,0,0.0596,0.0311,0.0165,0,23,4,0,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Female","","Rural",0.2763,0.091,0.0132,5e-04,0.0362,0.0285,0.0099,0.0017,81,24,1,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Female","","Urban",0.4142,0.1776,0.042,0.0039,0.0667,0.053,0.0242,0.0091,47,21,3,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Male","","Rural",0.2135,0.0717,0.0142,0.001,0.0311,0.0207,0.0095,0.0023,70,25,7,0,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Male","","Urban",0.3639,0.1197,0.0261,0.0092,0.0637,0.0444,0.015,0.0087,56,13,4,2,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Female","","Rural",0.4378,0.2283,0.0872,0.0147,0.0611,0.0545,0.0327,0.011,89,46,17,3,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Female","","Urban",0.5956,0.2991,0.0859,0.0133,0.0482,0.0562,0.0321,0.0123,149,90,15,1,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Male","","Rural",0.4356,0.2401,0.0942,0.0172,0.0713,0.059,0.031,0.0115,108,64,27,4,,,,,,
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Male","","Urban",0.5278,0.2566,0.0906,0.0158,0.0551,0.0516,0.0431,0.0136,135,64,15,3,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Female","","Rural",0.2079,0.0393,0.0022,0,0.03,0.0127,0.0034,0,77,18,3,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Female","","Urban",0.2065,0.0638,0.008,0.0012,0.0613,0.0298,0.0139,0.0039,25,9,0,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Male","","Rural",0.2307,0.0634,0.0086,8e-04,0.0392,0.0186,0.0078,0.0026,84,27,4,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Male","","Urban",0.2821,0.0897,0.0153,8e-04,0.0673,0.0397,0.0165,0.0026,43,12,4,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Female","","Rural",0.2297,0.0408,0.0078,8e-04,0.0423,0.0166,0.0068,0.0026,84,14,2,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Female","","Urban",0.2625,0.0841,0.0202,0.002,0.0494,0.0254,0.0156,0.0068,40,14,5,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Male","","Rural",0.2696,0.0722,0.0118,0.001,0.0345,0.0228,0.0083,0.0025,107,29,6,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Male","","Urban",0.2469,0.0813,0.0149,0.0013,0.0512,0.03,0.0148,0.0043,43,15,4,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Female","","Rural",0.3541,0.095,0.017,0.0023,0.0362,0.0235,0.011,0.0048,98,25,5,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Female","","Urban",0.3004,0.0941,0.0298,0.0029,0.0521,0.027,0.0145,0.0062,64,20,8,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Male","","Rural",0.3004,0.1046,0.0248,0.0029,0.0368,0.0239,0.0128,0.0055,101,28,4,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Male","","Urban",0.2867,0.0944,0.0147,0.0015,0.0447,0.0234,0.0106,0.0034,70,20,1,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Female","","Rural",0.4524,0.1623,0.038,7e-04,0.0422,0.0332,0.0191,0.0023,93,28,4,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Female","","Urban",0.4349,0.1569,0.0268,0.0024,0.043,0.0313,0.0129,0.0054,111,48,10,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Male","","Rural",0.3761,0.1283,0.0256,0,0.0473,0.0409,0.021,0,76,25,4,0,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Male","","Urban",0.3588,0.1072,0.0202,0.0023,0.044,0.0279,0.0107,0.0046,152,39,8,2,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Female","","Rural",0.5636,0.2963,0.0735,0.0048,0.0624,0.0631,0.0341,0.0062,71,36,9,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Female","","Urban",0.6628,0.3462,0.1144,0.0147,0.037,0.0394,0.0308,0.0063,273,143,44,4,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Male","","Rural",0.5042,0.2119,0.0788,0.0183,0.0657,0.0524,0.0374,0.0279,53,18,8,1,,,,,,
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Male","","Urban",0.6173,0.3275,0.1198,0.0297,0.0425,0.0404,0.0281,0.0144,281,149,55,12,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Female","","Rural",0.639,0.4015,0.182,0.0452,0.0497,0.0506,0.0502,0.0218,120,78,33,7,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Female","","Urban",0.7022,0.4896,0.2297,0.0786,0.041,0.0461,0.039,0.0255,195,142,66,17,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Male","","Rural",0.5332,0.3023,0.1222,0.033,0.0507,0.0442,0.0296,0.0133,115,65,24,8,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Male","","Urban",0.6551,0.4482,0.2664,0.1036,0.0471,0.0472,0.042,0.0309,162,113,68,26,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Female","","Rural",0.8112,0.6043,0.3111,0.0946,0.0468,0.0578,0.0497,0.052,130,96,53,26,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Female","","Urban",0.8128,0.6051,0.3429,0.135,0.04,0.0432,0.0402,0.0277,228,172,101,40,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Male","","Rural",0.6908,0.4998,0.2399,0.0787,0.0758,0.0825,0.0548,0.0435,116,90,38,10,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Male","","Urban",0.7287,0.5159,0.2898,0.1395,0.0433,0.0508,0.0404,0.0323,230,163,99,43,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Female","","Rural",0.8272,0.6434,0.3397,0.1243,0.0588,0.0674,0.0702,0.0479,82,69,40,16,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Female","","Urban",0.8729,0.6923,0.4282,0.2198,0.0293,0.0407,0.0452,0.0352,309,244,158,80,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Male","","Rural",0.8301,0.6137,0.3481,0.138,0.0423,0.0577,0.0653,0.0416,105,75,42,18,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Male","","Urban",0.8564,0.6957,0.4468,0.1927,0.0295,0.04,0.0458,0.0371,271,219,141,64,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Female","","Rural",0.9466,0.7798,0.4832,0.1666,0.024,0.0526,0.0624,0.0572,102,85,50,23,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Female","","Urban",0.927,0.7873,0.5426,0.268,0.0184,0.0292,0.0407,0.0379,361,298,213,105,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Male","","Rural",0.913,0.6791,0.3831,0.1431,0.0522,0.0702,0.0807,0.0502,69,53,34,13,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Male","","Urban",0.8838,0.7141,0.469,0.2349,0.031,0.0357,0.0378,0.0358,306,244,172,86,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Female","","Rural",0.977,0.8875,0.6352,0.3398,0.0285,0.0492,0.0787,0.0829,74,69,49,26,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Female","","Urban",0.976,0.8825,0.6509,0.3792,0.0116,0.022,0.0365,0.0354,379,344,250,144,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Male","","Rural",0.9441,0.7989,0.598,0.3302,0.0386,0.058,0.0792,0.0813,59,49,39,19,,,,,,
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",5,"Male","","Urban",0.9546,0.8473,0.6277,0.3433,0.0158,0.0267,0.0374,0.0371,341,299,224,130,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Female","","Rural",0.0915,0.019,0.0049,0,0.0284,0.0099,0.005,0,30,3,1,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Female","","Urban",0.1617,0.0438,0.0098,0,0.0347,0.0167,0.0105,0,40,9,4,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Male","","Rural",0.0594,0.0106,9e-04,0,0.0203,0.0087,0.0019,0,17,5,1,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",1,"Male","","Urban",0.1178,0.0311,0.0013,0,0.0343,0.0122,0.003,0,33,11,0,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Female","","Rural",0.2824,0.0913,0.0171,0,0.0439,0.023,0.0162,0,66,25,0,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Female","","Urban",0.2601,0.0818,0.0135,0.0018,0.0341,0.0181,0.0078,0.003,99,28,8,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Male","","Rural",0.1576,0.0529,0.0073,0.0011,0.03,0.0192,0.0088,0.0035,35,10,2,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",2,"Male","","Urban",0.2303,0.0812,0.0145,0.0013,0.0316,0.0216,0.0079,0.0028,77,25,5,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Female","","Rural",0.3761,0.1472,0.029,0.0037,0.0482,0.0327,0.0147,0.006,78,33,8,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Female","","Urban",0.3692,0.1355,0.0353,9e-04,0.0323,0.0277,0.0111,0.0019,146,47,15,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Male","","Rural",0.2476,0.0706,0.0236,0.0053,0.0488,0.032,0.0152,0.0073,57,21,5,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",3,"Male","","Urban",0.2888,0.1107,0.0366,0.0032,0.0325,0.0224,0.0122,0.0043,115,44,18,3,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Female","","Rural",0.3927,0.1622,0.0337,0.0027,0.0705,0.0451,0.0185,0.0058,66,17,5,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Female","","Urban",0.4837,0.2371,0.0636,0.0094,0.0351,0.0333,0.0181,0.0056,211,96,23,4,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Male","","Rural",0.3567,0.1537,0.0512,0.0158,0.0479,0.0345,0.0206,0.013,62,28,7,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",4,"Male","","Urban",0.3996,0.1798,0.0557,0.0084,0.03,0.0237,0.0167,0.0068,174,78,24,1,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Female","","Rural",0.6424,0.373,0.1556,0.0274,0.0935,0.095,0.0625,0.019,76,42,17,5,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Female","","Urban",0.736,0.4553,0.19,0.0442,0.0333,0.0411,0.0354,0.0183,338,201,85,22,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Male","","Rural",0.586,0.334,0.1054,0.0188,0.0685,0.0808,0.0444,0.0208,74,38,11,2,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex & Wealth",5,"Male","","Urban",0.6848,0.468,0.2081,0.0648,0.0406,0.0516,0.0506,0.0313,340,229,98,35,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Female","","Rural",0.8892,0.789,0.6161,0.3976,0.0347,0.0436,0.0484,0.044,303,264,204,130,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Female","","Urban",0.9443,0.869,0.7304,0.4775,0.0405,0.0801,0.0794,0.0827,110,102,85,62,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Male","","Rural",0.9091,0.7996,0.6194,0.4023,0.0257,0.0413,0.0438,0.0454,345,305,229,147,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",1,"Male","","Urban",0.9107,0.819,0.679,0.4954,0.0606,0.0796,0.0926,0.0946,121,110,91,66,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Female","","Rural",0.9735,0.9146,0.7875,0.5613,0.0106,0.0202,0.0309,0.0367,289,271,238,165,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Female","","Urban",0.9785,0.904,0.7536,0.5678,0.0142,0.0287,0.0423,0.0469,167,154,127,96,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Male","","Rural",0.9708,0.9196,0.7906,0.5941,0.0155,0.0229,0.0336,0.045,283,266,232,170,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",2,"Male","","Urban",0.9607,0.9118,0.7889,0.5364,0.02,0.0242,0.0356,0.0437,193,183,160,108,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Female","","Rural",0.9842,0.9364,0.8401,0.7003,0.0114,0.0188,0.034,0.043,257,244,224,185,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Female","","Urban",0.9881,0.9525,0.8373,0.6291,0.0079,0.0186,0.0303,0.0418,236,228,205,152,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Male","","Rural",0.9876,0.9367,0.8468,0.6656,0.0079,0.0261,0.0412,0.0416,258,244,215,172,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",3,"Male","","Urban",0.978,0.9274,0.8048,0.6382,0.0126,0.0231,0.037,0.0408,200,194,167,134,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Female","","Rural",0.9883,0.9501,0.8724,0.7282,0.0106,0.0209,0.0345,0.0458,160,152,142,114,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Female","","Urban",0.9891,0.9536,0.8648,0.6962,0.0106,0.014,0.0281,0.0371,269,257,238,195,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Male","","Rural",0.9944,0.9648,0.885,0.7126,0.0055,0.0185,0.0369,0.039,199,195,177,144,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",4,"Male","","Urban",0.989,0.954,0.8602,0.6993,0.0074,0.012,0.0277,0.0335,318,306,282,226,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Female","","Rural",1,0.9844,0.9251,0.8193,0,0.0206,0.0343,0.0533,93,93,88,75,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Female","","Urban",0.9965,0.986,0.9412,0.8526,0.0047,0.0102,0.0145,0.0269,368,366,350,318,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Male","","Rural",0.9877,0.9717,0.9451,0.8761,0.0122,0.0208,0.0334,0.0495,77,76,73,66,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex & Wealth",5,"Male","","Urban",0.9976,0.9782,0.9394,0.8477,0.003,0.0084,0.0147,0.0198,415,408,394,359,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location & Wealth",1,"","No","Rural",0.0931,0.0247,0.0082,0,0.0559,0.0293,0.0188,0,7,0,0,0,,,,,,
